pheno	prs	meanp	meanratio	sdratio	meanr2	cvr2	meanthresh	meanlogp	sdthresh	sdlogp	sdsnp	meansnp	lower	upper
1	abletoconfide.baseline	Auto-ImpAll	0.00396478666267	0.035960183128222	0.0227656861797217	0.0004494907	0.58529569747835	1	0	0	0	0	116103	-0.0086605617840325	0.0805809280404765
2	abletoconfide.baseline	Auto-ImpOnly	0.0258776326351	0.0561266354768924	0.0738555472920011	0.0003650916	0.652324411840959	1	0	0	0	0	116103	-0.0886302372154297	0.200883508169214
3	abletoconfide.baseline	GPpsy	0.0810292873	0.0201342681344337	0.0169567233582317	0.00017035422	0.667517094975459	1	0	0	0	0	116103	-0.0131009096477004	0.0533694459165678
4	abletoconfide.baseline	LifetimeMDD	0.271661996	0.0259014910302453	0.0218466237678854	0.0001272350504	0.820416688039184	1	0	0	0	2916.5686859733	115180.7	-0.0169178915548101	0.0687208736153006
5	abletoconfide.baseline	MTAG.Envs	0.0006430612021636	0.0596802493363153	0.0281599508360523	0.0006840069	0.422329298682879	1	0	0	0	2990.2436095483	114845.8	0.00448674569765291	0.114873752974978
6	abletoconfide.baseline	MTAG.FamilyHistory	0.281788669	0.0119426419879617	0.00996858888088273	0.00010276220768	0.974440846771278	1	0	0	0	3281.16242274662	114200.8	-0.00759579221856849	0.0314810761944918
7	abletoconfide.baseline	MTAG.Multitraits	0.00770964379748	0.0284915347538866	0.0121572307837442	0.0004438304	0.553659651023322	1	0	0	0	3140.08159129663	113592.8	0.00466336241774797	0.0523197070900252
8	abletoconfide.baseline	Soft-ImpAll	0.0101892391186	0.0311334685030909	0.0169136154471415	0.0004038916	0.586522495905227	1	0	0	0	0	116103	-0.00201721777330648	0.0642841547794883
9	abletoconfide.baseline	Soft-ImpOnly	0.029396926268	0.0303263696662301	0.0181071337566285	0.00028362819	0.644079375599603	1	0	0	0	1694.34837031822	115567.2	-0.00516361249676181	0.0658163518292221
10	agefirstsex.baseline	Auto-ImpAll	4.7842555342918e-05	0.0652838179208374	0.0312766124501545	0.0008277836	0.474874306495414	1	0	0	0	0	116103	0.00398165751853453	0.12658597832314
