Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	prs.test	MDD.R2	ratio
1408	-	Base	1	0.000934814	0.00280714	0.00187233	-	2690.41	479.248	1.99457e-08	91211	getupmorning.baseline	GPpsy	8	GPpsy:8	0.0156417	0.0597642200016622
1409	-	Base	1	0.00096437	0.00210314	0.00113877	-	2660.97	466.883	1.21201e-08	91243	getupmorning.baseline	GPpsy	9	GPpsy:9	0.0192771	0.0500267156366881
1410	-	Base	1	0.000646813	0.0024019	0.00175509	-	2224.54	476.401	3.03126e-06	91177	getupmorning.baseline	GPpsy	10	GPpsy:10	0.00727672	0.088887987994591
1411	-	Base	1	0.00111307	0.00263989	0.00152681	-	3986.42	650.801	9.14533e-10	91279	getupmorning.baseline	MTAG.Envs	1	MTAG.Envs:1	0.015205	0.0732042091417297
1412	-	Base	1	0.000910229	0.00237862	0.00146839	-	3599.42	649.785	3.05784e-08	91307	getupmorning.baseline	MTAG.Envs	2	MTAG.Envs:2	0.012583	0.0723379957084956
1413	-	Base	1	0.000776616	0.00335251	0.0025759	-	3259.72	636.848	3.09639e-07	91294	getupmorning.baseline	MTAG.Envs	3	MTAG.Envs:3	0.0177308	0.0438003925372798
1414	-	Base	1	0.00106459	0.00217659	0.00111201	-	3827.22	639.019	2.13001e-09	91283	getupmorning.baseline	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.0593297888940904
1415	-	Base	1	0.000564627	0.0015586	0.000993972	-	2609.23	598.422	1.30336e-05	83708	getupmorning.baseline	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.0489592112793299
1416	-	Base	1	0.000727057	0.00289412	0.00216706	-	3072.23	620.527	7.419e-07	88600	getupmorning.baseline	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.052750654796886
1417	-	Base	1	0.00114439	0.00282455	0.00168016	-	3979.63	640.787	5.34192e-10	91268	getupmorning.baseline	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.0775505363665318
1418	-	Base	1	0.00208466	0.00395699	0.00187233	-	5353.05	638.17	5.12978e-17	91211	getupmorning.baseline	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.122313361027013
1419	-	Base	1	0.00142681	0.00256557	0.00113877	-	4502.24	649.284	4.16009e-12	91243	getupmorning.baseline	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.0772488806353984
1420	-	Base	1	0.00095155	0.00270664	0.00175509	-	3585.54	632.984	1.48659e-08	91177	getupmorning.baseline	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.0703601005619639
1421	-	Base	1	0.000617808	0.00214462	0.00152681	-	2555.42	560.107	5.07549e-06	91279	getupmorning.baseline	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.0507877841259402
1422	-	Base	1	0.000365748	0.00183414	0.00146839	-	1919.67	546.849	0.000447976	87384	getupmorning.baseline	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.0528061401279771
1423	-	Base	1	0.000629512	0.00320541	0.0025759	-	2539.8	551.174	4.08082e-06	91294	getupmorning.baseline	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.0444972856819724
1424	-	Base	1	0.000900348	0.00201235	0.00111201	-	3037.87	551.597	3.66797e-08	91283	getupmorning.baseline	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.0652265383890925
1425	-	Base	1	0.000483428	0.0014774	0.000993972	-	2120.06	525.504	5.48761e-05	83708	getupmorning.baseline	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.0596457244240894
1426	-	Base	1	0.00120582	0.00337288	0.00216706	-	3518.75	551.739	1.82271e-10	91315	getupmorning.baseline	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.0867683672735123
1427	-	Base	1	0.0011436	0.00282375	0.00168016	-	3531.91	568.894	5.41587e-10	91268	getupmorning.baseline	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.116583004734273
1428	-	Base	1	0.00145917	0.0033315	0.00187233	-	3974.52	566.527	2.33308e-12	91211	getupmorning.baseline	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.119923566878981
1429	-	Base	1	0.0015684	0.00270716	0.00113877	-	4114.46	565.904	3.65679e-13	91243	getupmorning.baseline	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.105120643431635
1430	-	Base	1	0.000898125	0.00265321	0.00175509	-	2956.06	537.168	3.76027e-08	86865	getupmorning.baseline	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.14658000391696
1431	-	Base	1	0.00158541	0.00311222	0.00152681	-	3575.43	488.969	2.68713e-13	91279	getupmorning.baseline	MTAG.All	1	MTAG.All:1	0.0221868	0.071457353020715
1432	-	Base	1	0.000926543	0.00239493	0.00146839	-	2684.36	480.305	2.30331e-08	87384	getupmorning.baseline	MTAG.All	2	MTAG.All:2	0.0137257	0.0675042438637009
1433	-	Base	1	0.0010473	0.00362319	0.0025759	-	2845.48	478.653	2.79562e-09	91294	getupmorning.baseline	MTAG.All	3	MTAG.All:3	0.0235578	0.0444566130962993
1434	-	Base	1	0.00134797	0.00245998	0.00111201	-	3204	475.348	1.60582e-11	91283	getupmorning.baseline	MTAG.All	4	MTAG.All:4	0.0299152	0.0450597020912446
1435	-	Base	1	0.000664082	0.00165805	0.000993972	-	2093.28	442.66	2.26688e-06	83708	getupmorning.baseline	MTAG.All	5	MTAG.All:5	0.0135967	0.0488414100480264
1436	-	Base	1	0.00117713	0.00334419	0.00216706	-	2919.8	463.377	2.99142e-10	88600	getupmorning.baseline	MTAG.All	6	MTAG.All:6	0.0210239	0.0559900874718772
1437	-	Base	1	0.00141434	0.0030945	0.00168016	-	3318.66	480.602	5.1015e-12	91268	getupmorning.baseline	MTAG.All	7	MTAG.All:7	0.0173754	0.0813989893757842
1438	-	Base	1	0.00204934	0.00392167	0.00187233	-	4033.24	484.962	9.38794e-17	91211	getupmorning.baseline	MTAG.All	8	MTAG.All:8	0.0223605	0.0916500078263009
1439	-	Base	1	0.00184923	0.00298799	0.00113877	-	3763.55	476.649	2.97076e-15	89136	getupmorning.baseline	MTAG.All	9	MTAG.All:9	0.0276664	0.0668402827979065
1440	-	Base	1	0.00134231	0.0030974	0.00175509	-	3147.58	467.757	1.73454e-11	86865	getupmorning.baseline	MTAG.All	10	MTAG.All:10	0.0137294	0.0977690212245255
1441	-	Base	1	0.00879806	0.0103067	0.00150868	-	40090.9	2763.74	1.10955e-47	91279	GPpsy	Auto-ImpOnly	1	Auto-ImpOnly:1	0.0113913	0.772349073415677
1442	-	Base	1	0.00905657	0.0103623	0.00130577	-	40169.6	2728.73	4.72658e-49	91307	GPpsy	Auto-ImpOnly	2	Auto-ImpOnly:2	0.00707217	1.28059280249202
1443	-	Base	1	0.0107358	0.0120407	0.00130482	-	44176.5	2756.13	8.08592e-58	91294	GPpsy	Auto-ImpOnly	3	Auto-ImpOnly:3	0.0144335	0.743811272387155
1444	-	Base	1	0.0115793	0.0131569	0.00157758	-	46040	2768.06	4.04773e-62	91283	GPpsy	Auto-ImpOnly	4	Auto-ImpOnly:4	0.0200036	0.57886080505509
1445	-	Base	1	0.00929515	0.0103269	0.00103175	-	40461.1	2717.11	3.75676e-50	91208	GPpsy	Auto-ImpOnly	5	Auto-ImpOnly:5	0.00741382	1.25375987008047
1446	-	Base	1	0.0102154	0.0118943	0.00167888	-	43054.6	2758.09	6.19337e-55	91315	GPpsy	Auto-ImpOnly	6	Auto-ImpOnly:6	0.0159897	0.638873774992652
1447	-	Base	1	0.00823513	0.00925851	0.00102338	-	38622.9	2752.81	1.01622e-44	91268	GPpsy	Auto-ImpOnly	7	Auto-ImpOnly:7	0.00879752	0.936074029953896
1448	-	Base	1	0.0105521	0.0119042	0.0013521	-	43968	2772.25	1.19852e-56	91211	GPpsy	Auto-ImpOnly	8	Auto-ImpOnly:8	0.0113294	0.93139089448691
1449	-	Base	1	0.00901068	0.0101692	0.00115851	-	40281.5	2748.81	1.26733e-48	91243	GPpsy	Auto-ImpOnly	9	Auto-ImpOnly:9	0.0137731	0.654223087031968
1450	-	Base	1	0.00671696	0.0079625	0.00124553	-	34299.9	2704.87	7.55582e-37	91177	GPpsy	Auto-ImpOnly	10	Auto-ImpOnly:10	0.00809323	0.829947993569934
1451	-	Base	1	0.0112472	0.0127559	0.00150868	-	45761.2	2792.4	2.33899e-60	91279	GPpsy	Auto-ImpAll	1	Auto-ImpAll:1	0.0162222	0.693321497700682
1452	-	Base	1	0.0127452	0.014051	0.00130577	-	48818.7	2799.47	4.2066e-68	91307	GPpsy	Auto-ImpAll	2	Auto-ImpAll:2	0.0110602	1.15234805880545
1453	-	Base	1	0.0131921	0.0144969	0.00130482	-	49789.6	2805.39	1.79163e-70	91294	GPpsy	Auto-ImpAll	3	Auto-ImpAll:3	0.0204449	0.645251382985488
1454	-	Base	1	0.0129513	0.0145289	0.00157758	-	49644.9	2823.74	3.428e-69	91283	GPpsy	Auto-ImpAll	4	Auto-ImpAll:4	0.0264835	0.489032794003814
1455	-	Base	1	0.0116576	0.0126893	0.00103175	-	46166.2	2771	2.53947e-62	91208	GPpsy	Auto-ImpAll	5	Auto-ImpAll:5	0.0145977	0.798591558944217
1456	-	Base	1	0.012798	0.0144769	0.00167888	-	48799	2795.21	2.9889e-68	91315	GPpsy	Auto-ImpAll	6	Auto-ImpAll:6	0.0214086	0.597797146940949
1457	-	Base	1	0.011186	0.0122094	0.00102338	-	45550.5	2788.4	5.49845e-60	91268	GPpsy	Auto-ImpAll	7	Auto-ImpAll:7	0.0134214	0.833445095146557
1458	-	Base	1	0.0114961	0.0128483	0.0013521	-	46512.6	2810.4	1.59729e-61	91211	GPpsy	Auto-ImpAll	8	Auto-ImpAll:8	0.0178197	0.645134317637222
1459	-	Base	1	0.0106404	0.0117989	0.00115851	-	44226.7	2779.07	5.05058e-57	91243	GPpsy	Auto-ImpAll	9	Auto-ImpAll:9	0.0216992	0.490359091579413
1460	-	Base	1	0.00887986	0.0101254	0.00124553	-	40556.1	2783.49	4.34322e-48	91177	GPpsy	Auto-ImpAll	10	Auto-ImpAll:10	0.0139176	0.638030982353279
1461	-	Base	1	0.00674808	0.00825676	0.00150868	-	30359.1	2387.39	4.7926e-37	87048	GPpsy	Soft-ImpOnly	1	Soft-ImpOnly:1	0.014712	0.458678629690049
1462	-	Base	1	0.00953751	0.0108433	0.00130577	-	37158.4	2459.92	1.48868e-51	91307	GPpsy	Soft-ImpOnly	2	Soft-ImpOnly:2	0.00835932	1.14094328246795
1463	-	Base	1	0.00908588	0.0103907	0.00130482	-	36401.8	2467.83	3.0526e-49	91294	GPpsy	Soft-ImpOnly	3	Soft-ImpOnly:3	0.0131953	0.688569414867415
1464	-	Base	1	0.00691369	0.00849128	0.00157758	-	31983.7	2484.32	6.28724e-38	91283	GPpsy	Soft-ImpOnly	4	Soft-ImpOnly:4	0.0185556	0.372593179417534
1465	-	Base	1	0.00809434	0.00912609	0.00103175	-	33783	2430.03	6.13237e-44	91208	GPpsy	Soft-ImpOnly	5	Soft-ImpOnly:5	0.0125915	0.642841599491721
1466	-	Base	1	0.00972164	0.0114005	0.00167888	-	37428.6	2456.73	2.06687e-52	91315	GPpsy	Soft-ImpOnly	6	Soft-ImpOnly:6	0.0147991	0.656907514646161
1467	-	Base	1	0.00711233	0.00813571	0.00102338	-	31969	2450.93	6.90866e-39	91268	GPpsy	Soft-ImpOnly	7	Soft-ImpOnly:7	0.0120474	0.590362235835118
1468	-	Base	1	0.00686802	0.00822012	0.0013521	-	31535.3	2460.86	1.3559e-37	91211	GPpsy	Soft-ImpOnly	8	Soft-ImpOnly:8	0.0172944	0.397123924507355
1469	-	Base	1	0.00592842	0.00708693	0.00115851	-	28943.7	2431.95	1.1628e-32	91243	GPpsy	Soft-ImpOnly	9	Soft-ImpOnly:9	0.0144259	0.410956682078761
1470	-	Base	1	0.00612979	0.00737532	0.00124553	-	29743.5	2454.67	8.57075e-34	91177	GPpsy	Soft-ImpOnly	10	Soft-ImpOnly:10	0.0131877	0.46481114978351
1471	-	Base	1	0.00982147	0.0113302	0.00150868	-	41870.6	2732.35	5.28359e-53	91279	GPpsy	Soft-ImpAll	1	Soft-ImpAll:1	0.0189094	0.519396173331782
1472	-	Base	1	0.0114056	0.0127113	0.00130577	-	45480.4	2755.77	3.451e-61	91307	GPpsy	Soft-ImpAll	2	Soft-ImpAll:2	0.0114536	0.995809177900398
1473	-	Base	1	0.0111036	0.0124084	0.00130482	-	45008.8	2762.39	1.09891e-59	91294	GPpsy	Soft-ImpAll	3	Soft-ImpAll:3	0.0187658	0.59169339969519
1474	-	Base	1	0.0104452	0.0120228	0.00157758	-	43818	2772.84	2.98753e-56	91283	GPpsy	Soft-ImpAll	4	Soft-ImpAll:4	0.0256769	0.406793654997293
1475	-	Base	1	0.0104544	0.0114861	0.00103175	-	42853.7	2714.82	3.9395e-56	91208	GPpsy	Soft-ImpAll	5	Soft-ImpAll:5	0.0159356	0.65604056326715
1476	-	Base	1	0.0111741	0.012853	0.00167888	-	44879.7	2749.24	6.61636e-60	91315	GPpsy	Soft-ImpAll	6	Soft-ImpAll:6	0.0210235	0.531505220348657
1477	-	Base	1	0.010719	0.0117423	0.00102338	-	43932.3	2746.94	1.42562e-57	91268	GPpsy	Soft-ImpAll	7	Soft-ImpAll:7	0.014561	0.736144495570359
1478	-	Base	1	0.00886851	0.0102206	0.0013521	-	39912.4	2742.69	5.65056e-48	91211	GPpsy	Soft-ImpAll	8	Soft-ImpAll:8	0.0165858	0.53470498860471
1479	-	Base	1	0.00868313	0.00984165	0.00115851	-	39124.7	2719.23	6.14162e-47	91243	GPpsy	Soft-ImpAll	9	Soft-ImpAll:9	0.0205236	0.423080258823988
1480	-	Base	1	0.00839854	0.00964408	0.00124553	-	38709.7	2731.53	1.3762e-45	91177	GPpsy	Soft-ImpAll	10	Soft-ImpAll:10	0.0157192	0.534285459819838
1481	-	Base	1	0.00305568	0.00456436	0.00150868	-	-5028.97	586.963	1.05498e-17	91279	GPpsy	LifetimeMDD	1	LifetimeMDD:1	0.00766083	0.398870618457791
1482	-	Base	1	0.00392883	0.0052346	0.00130577	-	-5732.41	590.148	2.6408e-22	91307	GPpsy	LifetimeMDD	2	LifetimeMDD:2	0.0043487	0.903449306689356
1483	-	Base	1	0.00315798	0.0044628	0.00130482	-	-5144.72	590.218	2.8658e-18	91294	GPpsy	LifetimeMDD	3	LifetimeMDD:3	0.00733339	0.430630308765796
1484	-	Base	1	0.00237206	0.00394965	0.00157758	-	-4492.07	594.598	4.19483e-14	91283	GPpsy	LifetimeMDD	4	LifetimeMDD:4	0.0078922	0.300557512480677
1485	-	Base	1	0.003014	0.00404575	0.00103175	-	-4800.77	564.905	1.92269e-17	83708	GPpsy	LifetimeMDD	5	LifetimeMDD:5	0.00776604	0.388099984033046
1486	-	Base	1	0.00343873	0.00511762	0.00167888	-	-5357.15	589.869	1.06656e-19	91315	GPpsy	LifetimeMDD	6	LifetimeMDD:6	0.00928203	0.370471761026413
1487	-	Base	1	0.00404172	0.00506509	0.00102338	-	-5833.04	592.508	7.22744e-23	91268	GPpsy	LifetimeMDD	7	LifetimeMDD:7	0.00805612	0.50169560532862
1488	-	Base	1	0.00188389	0.00323599	0.0013521	-	-3970.95	590.598	1.77279e-11	91211	GPpsy	LifetimeMDD	8	LifetimeMDD:8	0.0064324	0.292875132143523
1489	-	Base	1	0.00222764	0.00338616	0.00115851	-	-4275.23	585.153	2.74849e-13	91243	GPpsy	LifetimeMDD	9	LifetimeMDD:9	0.00983546	0.226490677609385
1490	-	Base	1	0.00282227	0.0040678	0.00124553	-	-4854.3	589.645	1.83221e-16	91177	GPpsy	LifetimeMDD	10	LifetimeMDD:10	0.00687512	0.410504834824701
1491	-	Base	1	0.00969743	0.0112061	0.00150868	-	-20105	1320.56	2.42816e-52	91279	GPpsy	GPpsy	1	GPpsy:1	0.0128612	0.754006624576245
1492	-	Base	1	0.011838	0.0131438	0.00130577	-	-22238.3	1322.67	1.95313e-63	91307	GPpsy	GPpsy	2	GPpsy:2	0.0080945	1.46247451973562
1493	-	Base	1	0.013521	0.0148259	0.00130482	-	-23937.3	1332.26	3.50893e-72	91294	GPpsy	GPpsy	3	GPpsy:3	0.0115608	1.16955574008719
1494	-	Base	1	0.0141449	0.0157225	0.00157758	-	-24511.3	1334.66	2.49631e-75	91283	GPpsy	GPpsy	4	GPpsy:4	0.0219505	0.644399899774493
1495	-	Base	1	0.0104497	0.0114815	0.00103175	-	-20695	1311.25	4.09857e-56	91208	GPpsy	GPpsy	5	GPpsy:5	0.0103024	1.014297639385
1496	-	Base	1	0.0125406	0.0142195	0.00167888	-	-22928.6	1326.67	6.32735e-67	91315	GPpsy	GPpsy	6	GPpsy:6	0.0160539	0.781155980789715
1497	-	Base	1	0.010452	0.0114754	0.00102338	-	-20879.9	1321.98	3.4008e-56	91268	GPpsy	GPpsy	7	GPpsy:7	0.00888044	1.17696870875767
1498	-	Base	1	0.0126828	0.0140349	0.0013521	-	-23256.7	1338.23	1.19633e-67	91211	GPpsy	GPpsy	8	GPpsy:8	0.0156417	0.810832582136213
1499	-	Base	1	0.0121461	0.0133046	0.00115851	-	-22232.4	1308.41	9.43105e-65	91243	GPpsy	GPpsy	9	GPpsy:9	0.0192771	0.630079213159656
1500	-	Base	1	0.0100866	0.0113322	0.00124553	-	-20555.6	1324.08	2.37018e-54	91177	GPpsy	GPpsy	10	GPpsy:10	0.00727672	1.38614650556844
1501	-	Base	1	0.00806471	0.00957339	0.00150868	-	-24908.5	1792.75	6.88656e-44	91279	GPpsy	MTAG.Envs	1	MTAG.Envs:1	0.015205	0.53039855310753
1502	-	Base	1	0.00905146	0.0103572	0.00130577	-	-26600.7	1807.85	5.24644e-49	91307	GPpsy	MTAG.Envs	2	MTAG.Envs:2	0.012583	0.719340379877613
1503	-	Base	1	0.00693521	0.00824003	0.00130482	-	-22855.8	1771.62	4.4382e-38	91294	GPpsy	MTAG.Envs	3	MTAG.Envs:3	0.0177308	0.391139147697791
1504	-	Base	1	0.00728231	0.00885989	0.00157758	-	-23427.8	1773.08	7.37749e-40	91283	GPpsy	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.405844423638512
1505	-	Base	1	0.00625507	0.00728682	0.00103175	-	-20437	1671.08	2.15512e-34	83708	GPpsy	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.542381596517698
1506	-	Base	1	0.00770576	0.00938465	0.00167888	-	-23545	1734.56	5.70993e-42	88600	GPpsy	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.559081180303129
1507	-	Base	1	0.00931274	0.0103361	0.00102338	-	-26586.2	1782.62	2.66804e-50	91268	GPpsy	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.631085540805194
1508	-	Base	1	0.00597651	0.00732861	0.0013521	-	-21167.4	1770.31	5.97651e-33	91211	GPpsy	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.350660071815814
1509	-	Base	1	0.0072592	0.00841771	0.00115851	-	-23802.9	1808.42	1.44762e-39	91243	GPpsy	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.393020145855779
1510	-	Base	1	0.00671827	0.0079638	0.00124553	-	-22272.5	1756.1	7.35191e-37	91177	GPpsy	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.496766489204377
1511	-	Base	1	0.00538287	0.00689155	0.00150868	-	-17465.5	1537.18	6.46489e-30	91279	GPpsy	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.4425064737556
1512	-	Base	1	0.00629981	0.00760558	0.00130577	-	-18632.5	1516.46	1.06642e-34	87384	GPpsy	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.909556989073437
1513	-	Base	1	0.00621184	0.00751666	0.00130482	-	-18722	1533.38	2.76064e-34	91294	GPpsy	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.439086179597376
1514	-	Base	1	0.00478944	0.00636702	0.00157758	-	-16345.1	1523.98	7.74538e-27	91283	GPpsy	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.346975382876683
1515	-	Base	1	0.00507831	0.00611006	0.00103175	-	-16175.2	1467.39	2.95529e-28	83708	GPpsy	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.626565856342821
1516	-	Base	1	0.00685282	0.0085317	0.00167888	-	-19726	1540.57	1.55106e-37	91315	GPpsy	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.49311506080449
1517	-	Base	1	0.00564181	0.00666518	0.00102338	-	-18326.7	1576.56	3.09404e-31	91268	GPpsy	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.575147920549029
1518	-	Base	1	0.00430809	0.00566019	0.0013521	-	-15928.9	1567.96	3.02313e-24	91211	GPpsy	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.354065337990549
1519	-	Base	1	0.00614963	0.00730815	0.00115851	-	-19082.2	1574.45	8.2778e-34	91243	GPpsy	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.412173592493298
1520	-	Base	1	0.00522821	0.00647374	0.00124553	-	-16650	1487.21	4.28908e-29	86865	GPpsy	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.853278822300561
1521	-	Base	1	0.0125218	0.0140305	0.00150868	-	-23382.4	1352.71	6.04196e-67	91279	GPpsy	MTAG.All	1	MTAG.All:1	0.0221868	0.564380622712604
1522	-	Base	1	0.013994	0.0152998	0.00130577	-	-24531.5	1343.21	1.62142e-74	87384	GPpsy	MTAG.All	2	MTAG.All:2	0.0137257	1.01954727263455
1523	-	Base	1	0.0133549	0.0146597	0.00130482	-	-23960.2	1341.88	2.61266e-71	91294	GPpsy	MTAG.All	3	MTAG.All:3	0.0235578	0.566899286011427
1524	-	Base	1	0.0143015	0.0158791	0.00157758	-	-24561	1330.25	4.06994e-76	91283	GPpsy	MTAG.All	4	MTAG.All:4	0.0299152	0.47806800556239
1525	-	Base	1	0.0106375	0.0116692	0.00103175	-	-19801.5	1243.77	4.56593e-57	83708	GPpsy	MTAG.All	5	MTAG.All:5	0.0135967	0.782358954746372
1526	-	Base	1	0.0137493	0.0154282	0.00167888	-	-23596.8	1304.41	3.8164e-73	88600	GPpsy	MTAG.All	6	MTAG.All:6	0.0210239	0.65398427503936
1527	-	Base	1	0.0135215	0.0145449	0.00102338	-	-24110.7	1343.77	5.48328e-72	91268	GPpsy	MTAG.All	7	MTAG.All:7	0.0173754	0.778197911990515
1528	-	Base	1	0.0123861	0.0137382	0.0013521	-	-23257	1354.09	4.06273e-66	91211	GPpsy	MTAG.All	8	MTAG.All:8	0.0223605	0.553927684980211
1529	-	Base	1	0.0128459	0.0140044	0.00115851	-	-23360.6	1337.17	2.41894e-68	89136	GPpsy	MTAG.All	9	MTAG.All:9	0.0276664	0.464314113870977
1530	-	Base	1	0.0115175	0.012763	0.00124553	-	-21632	1304.99	1.03272e-61	86865	GPpsy	MTAG.All	10	MTAG.All:10	0.0137294	0.838893178143255
1531	-	Base	1	0.00203539	0.00448984	0.00245445	-	-7540.39	1583.25	1.93524e-06	91279	happiness.baseline	Auto-ImpOnly	1	Auto-ImpOnly:1	0.0113913	0.178679343007383
1532	-	Base	1	0.00188502	0.00462445	0.00273943	-	-7161.25	1566.74	4.91135e-06	91307	happiness.baseline	Auto-ImpOnly	2	Auto-ImpOnly:2	0.00707217	0.266540538476875
1533	-	Base	1	0.00180211	0.00458866	0.00278655	-	-7013.91	1575.37	8.58245e-06	91294	happiness.baseline	Auto-ImpOnly	3	Auto-ImpOnly:3	0.0144335	0.124856064017737
1534	-	Base	1	0.00226788	0.00401667	0.00174879	-	-7914.9	1582.71	5.79561e-07	91283	happiness.baseline	Auto-ImpOnly	4	Auto-ImpOnly:4	0.0200036	0.113373592753304
1535	-	Base	1	0.0010453	0.00303309	0.00198779	-	-5164.54	1521.23	0.000688744	91208	happiness.baseline	Auto-ImpOnly	5	Auto-ImpOnly:5	0.00741382	0.14099344197728
1536	-	Base	1	0.00152981	0.0028433	0.00131349	-	-6449.45	1561.26	3.63935e-05	91315	happiness.baseline	Auto-ImpOnly	6	Auto-ImpOnly:6	0.0159897	0.0956747155981663
1537	-	Base	1	0.00366637	0.00598668	0.00232032	-	-9976.91	1559.52	1.6437e-10	91268	happiness.baseline	Auto-ImpOnly	7	Auto-ImpOnly:7	0.00879752	0.416750402386127
1538	-	Base	1	0.00344415	0.00566256	0.00221841	-	-9884.68	1595.87	6.07646e-10	91211	happiness.baseline	Auto-ImpOnly	8	Auto-ImpOnly:8	0.0113294	0.304001094497502
1539	-	Base	1	0.00281628	0.00446161	0.00164533	-	-8615.66	1533.65	1.98076e-08	91243	happiness.baseline	Auto-ImpOnly	9	Auto-ImpOnly:9	0.0137731	0.204476842540895
1540	-	Base	1	0.00141912	0.00328988	0.00187076	-	-6243.19	1564.6	6.6413e-05	91177	happiness.baseline	Auto-ImpOnly	10	Auto-ImpOnly:10	0.00809323	0.175346555083693
1541	-	Base	1	0.00233564	0.00479009	0.00245445	-	-8048	1577.24	3.40589e-07	91279	happiness.baseline	Auto-ImpAll	1	Auto-ImpAll:1	0.0162222	0.143978005449323
1542	-	Base	1	0.00210536	0.00484478	0.00273943	-	-7714.99	1596.95	1.37617e-06	91307	happiness.baseline	Auto-ImpAll	2	Auto-ImpAll:2	0.0110602	0.19035460479919
1543	-	Base	1	0.00246142	0.00524797	0.00278655	-	-8380.03	1609.99	1.97474e-07	91294	happiness.baseline	Auto-ImpAll	3	Auto-ImpAll:3	0.0204449	0.120392860811254
1544	-	Base	1	0.00231679	0.00406558	0.00174879	-	-8100.44	1602.58	4.38175e-07	91283	happiness.baseline	Auto-ImpAll	4	Auto-ImpAll:4	0.0264835	0.0874805067306059
1545	-	Base	1	0.00135589	0.00334368	0.00198779	-	-5966.46	1542.83	0.000110723	91208	happiness.baseline	Auto-ImpAll	5	Auto-ImpAll:5	0.0145977	0.0928838104632922
1546	-	Base	1	0.00259241	0.0039059	0.00131349	-	-8528.61	1585.13	7.58356e-08	91315	happiness.baseline	Auto-ImpAll	6	Auto-ImpAll:6	0.0214086	0.12109199106901
1547	-	Base	1	0.00448111	0.00680143	0.00232032	-	-11104.8	1569.47	1.57851e-12	91268	happiness.baseline	Auto-ImpAll	7	Auto-ImpAll:7	0.0134214	0.33387798590311
1548	-	Base	1	0.00483766	0.00705607	0.00221841	-	-11891.5	1618.79	2.18663e-13	91211	happiness.baseline	Auto-ImpAll	8	Auto-ImpAll:8	0.0178197	0.271478195480283
1549	-	Base	1	0.00384962	0.00549495	0.00164533	-	-10190.5	1550.73	5.20524e-11	91243	happiness.baseline	Auto-ImpAll	9	Auto-ImpAll:9	0.0216992	0.177408383719215
1550	-	Base	1	0.0020397	0.00391047	0.00187076	-	-7649.57	1598.54	1.72871e-06	91177	happiness.baseline	Auto-ImpAll	10	Auto-ImpAll:10	0.0139176	0.146555440593206
1551	-	Base	1	0.00180543	0.00425988	0.00245445	-	-6033.67	1345.3	7.36496e-06	87048	happiness.baseline	Soft-ImpOnly	1	Soft-ImpOnly:1	0.014712	0.122718189233279
1552	-	Base	1	0.00142614	0.00416556	0.00273943	-	-5580.62	1404	7.08899e-05	91307	happiness.baseline	Soft-ImpOnly	2	Soft-ImpOnly:2	0.00835932	0.170604786035228
