Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	prs.test	MDD.R2	ratio
3006	-	Base	1	0.00854001	0.0110849	0.00254488	-	37943.2	2621.74	1.80717e-47	91315	neuroticism.moodswings	Soft-ImpAll	6	Soft-ImpAll:6	0.0210235	0.406212571646015
3007	-	Base	1	0.00942314	0.0108397	0.00141661	-	39864.4	2620.92	3.03303e-52	91268	neuroticism.moodswings	Soft-ImpAll	7	Soft-ImpAll:7	0.014561	0.647149234255889
3008	-	Base	1	0.0085701	0.0101489	0.00157879	-	37993.6	2620.04	1.19111e-47	91211	neuroticism.moodswings	Soft-ImpAll	8	Soft-ImpAll:8	0.0165858	0.516713091922006
3009	-	Base	1	0.00648937	0.00783336	0.001344	-	32653.1	2587.89	1.68795e-36	91243	neuroticism.moodswings	Soft-ImpAll	9	Soft-ImpAll:9	0.0205236	0.31619062932429
3010	-	Base	1	0.00676392	0.009154	0.00239008	-	33631	2608.63	4.97772e-38	91177	neuroticism.moodswings	Soft-ImpAll	10	Soft-ImpAll:10	0.0157192	0.430296707211563
3011	-	Base	1	0.00169521	0.00409948	0.00240426	-	-3629.59	561.237	9.98824e-11	91279	neuroticism.moodswings	LifetimeMDD	1	LifetimeMDD:1	0.00766083	0.221282811392499
3012	-	Base	1	0.00184242	0.00377609	0.00193367	-	-3802.27	564.031	1.57046e-11	91307	neuroticism.moodswings	LifetimeMDD	2	LifetimeMDD:2	0.0043487	0.42367144204015
3013	-	Base	1	0.00209785	0.0043583	0.00226046	-	-4068.21	565.515	6.30033e-13	91294	neuroticism.moodswings	LifetimeMDD	3	LifetimeMDD:3	0.00733339	0.286068244018114
3014	-	Base	1	0.00233966	0.00389199	0.00155233	-	-4316.79	568.265	3.0442e-14	91283	neuroticism.moodswings	LifetimeMDD	4	LifetimeMDD:4	0.0078922	0.296452193304782
3015	-	Base	1	0.00208515	0.00340704	0.00132189	-	-3859.91	538.438	7.57095e-13	83708	neuroticism.moodswings	LifetimeMDD	5	LifetimeMDD:5	0.00776604	0.268495912974953
3016	-	Base	1	0.00228323	0.00482811	0.00254488	-	-4223.46	563.056	6.33534e-14	91315	neuroticism.moodswings	LifetimeMDD	6	LifetimeMDD:6	0.00928203	0.245983906537686
3017	-	Base	1	0.00233393	0.00375054	0.00141661	-	-4282.01	564.165	3.19952e-14	91268	neuroticism.moodswings	LifetimeMDD	7	LifetimeMDD:7	0.00805612	0.289708941773459
3018	-	Base	1	0.00222432	0.00380311	0.00157879	-	-4175.37	563.879	1.31412e-13	91211	neuroticism.moodswings	LifetimeMDD	8	LifetimeMDD:8	0.0064324	0.345799390585163
3019	-	Base	1	0.00136129	0.00270529	0.001344	-	-3232.54	558.243	7.01513e-09	91243	neuroticism.moodswings	LifetimeMDD	9	LifetimeMDD:9	0.00983546	0.138406337883536
3020	-	Base	1	0.00157617	0.00396625	0.00239008	-	-3516.22	563.889	4.49876e-10	91177	neuroticism.moodswings	LifetimeMDD	10	LifetimeMDD:10	0.00687512	0.229257089330804
3021	-	Base	1	0.00591996	0.00832423	0.00240426	-	-15199.1	1259.7	1.60404e-33	91279	neuroticism.moodswings	GPpsy	1	GPpsy:1	0.0128612	0.460296084346717
3022	-	Base	1	0.00416692	0.00610058	0.00193367	-	-12732.9	1257.05	4.10036e-24	91307	neuroticism.moodswings	GPpsy	2	GPpsy:2	0.0080945	0.514784112669096
3023	-	Base	1	0.00590901	0.00816946	0.00226046	-	-15297.9	1268.92	1.80617e-33	91294	neuroticism.moodswings	GPpsy	3	GPpsy:3	0.0115608	0.511124662653104
3024	-	Base	1	0.00627854	0.00783086	0.00155233	-	-15738.6	1266.68	1.91063e-35	91283	neuroticism.moodswings	GPpsy	4	GPpsy:4	0.0219505	0.286031753263024
3025	-	Base	1	0.0052546	0.00657649	0.00132189	-	-14141.9	1244.14	6.1145e-30	91208	neuroticism.moodswings	GPpsy	5	GPpsy:5	0.0103024	0.510036496350365
3026	-	Base	1	0.00598089	0.00852577	0.00254488	-	-15261.6	1258.9	7.982e-34	91315	neuroticism.moodswings	GPpsy	6	GPpsy:6	0.0160539	0.372550595182479
3027	-	Base	1	0.00638851	0.00780512	0.00141661	-	-15758.7	1256.88	4.62727e-36	91268	neuroticism.moodswings	GPpsy	7	GPpsy:7	0.00888044	0.719391156294057
3028	-	Base	1	0.00645517	0.00803396	0.00157879	-	-16002.4	1270.52	2.24648e-36	91211	neuroticism.moodswings	GPpsy	8	GPpsy:8	0.0156417	0.412689797144812
3029	-	Base	1	0.00549217	0.00683617	0.001344	-	-14380	1238.4	3.59205e-31	91243	neuroticism.moodswings	GPpsy	9	GPpsy:9	0.0192771	0.284906443396569
3030	-	Base	1	0.00549434	0.00788442	0.00239008	-	-14671.5	1262.01	3.05701e-31	91177	neuroticism.moodswings	GPpsy	10	GPpsy:10	0.00727672	0.755057223584252
3031	-	Base	1	0.00903435	0.0114386	0.00240426	-	-25570.6	1717.39	3.87257e-50	91279	neuroticism.moodswings	MTAG.Envs	1	MTAG.Envs:1	0.015205	0.594169681025978
3032	-	Base	1	0.00661419	0.00854786	0.00193367	-	-22005.5	1726.05	3.15642e-37	91307	neuroticism.moodswings	MTAG.Envs	2	MTAG.Envs:2	0.012583	0.525644917746165
3033	-	Base	1	0.00953446	0.0117949	0.00226046	-	-26084.9	1705.51	8.31908e-53	91294	neuroticism.moodswings	MTAG.Envs	3	MTAG.Envs:3	0.0177308	0.537734337988134
3034	-	Base	1	0.00704964	0.00860197	0.00155233	-	-22282.1	1692.83	1.43993e-39	91283	neuroticism.moodswings	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.392877683408012
3035	-	Base	1	0.00957434	0.0108962	0.00132189	-	-24529.3	1601.24	5.7107e-53	83708	neuroticism.moodswings	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.830197873853251
3036	-	Base	1	0.00856395	0.0111088	0.00254488	-	-24039.7	1658.64	1.32844e-47	88600	neuroticism.moodswings	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.621346015715125
3037	-	Base	1	0.010527	0.0119436	0.00141661	-	-27375.3	1703.45	4.10926e-58	91268	neuroticism.moodswings	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.713370875602269
3038	-	Base	1	0.00845073	0.0100295	0.00157879	-	-24393	1694.16	5.30372e-47	91211	neuroticism.moodswings	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.495830106315567
3039	-	Base	1	0.00714894	0.00849294	0.001344	-	-22845.2	1725.41	5.12495e-40	91243	neuroticism.moodswings	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.387050562253997
3040	-	Base	1	0.0071683	0.00955838	0.00239008	-	-22319	1681.93	3.46209e-40	91177	neuroticism.moodswings	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.530042886719905
3041	-	Base	1	0.0016247	0.00402896	0.00240426	-	-9283.47	1466.26	2.42978e-10	91279	neuroticism.moodswings	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.133560771096223
3042	-	Base	1	0.00190696	0.00384062	0.00193367	-	-9911.93	1445.32	6.9867e-12	87384	neuroticism.moodswings	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.275323985308046
3043	-	Base	1	0.00254308	0.00480354	0.00226046	-	-11595.4	1464.28	2.39746e-15	91294	neuroticism.moodswings	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.179758538792128
3044	-	Base	1	0.00260031	0.00415264	0.00155233	-	-11646.7	1454.47	1.17e-15	91283	neuroticism.moodswings	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.188381847950505
3045	-	Base	1	0.0025569	0.00387879	0.00132189	-	-11078.2	1395.77	2.07113e-15	83708	neuroticism.moodswings	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.315472320138581
3046	-	Base	1	0.00344924	0.00599412	0.00254488	-	-13503.9	1465.35	3.09915e-20	91315	neuroticism.moodswings	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.248200331006692
3047	-	Base	1	0.00257232	0.00398893	0.00141661	-	-11938.6	1498.45	1.62201e-15	91268	neuroticism.moodswings	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.262232244436923
3048	-	Base	1	0.00223146	0.00381025	0.00157879	-	-11089.6	1495.24	1.20165e-13	91211	neuroticism.moodswings	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.183395109923978
3049	-	Base	1	0.00188672	0.00323071	0.001344	-	-10192.2	1495.46	9.39839e-12	91243	neuroticism.moodswings	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.126455764075067
3050	-	Base	1	0.00140609	0.00379617	0.00239008	-	-8350.92	1417.83	3.86339e-09	86865	neuroticism.moodswings	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.229483287635462
3051	-	Base	1	0.00945797	0.0118622	0.00240426	-	-19669.8	1291.35	2.17001e-52	91279	neuroticism.moodswings	MTAG.All	1	MTAG.All:1	0.0221868	0.426288153316386
3052	-	Base	1	0.00651059	0.00844426	0.00193367	-	-16139	1275.76	1.11226e-36	87384	neuroticism.moodswings	MTAG.All	2	MTAG.All:2	0.0137257	0.474335735153763
3053	-	Base	1	0.0100255	0.0122859	0.00226046	-	-20116.9	1283.1	2.1272e-55	91294	neuroticism.moodswings	MTAG.All	3	MTAG.All:3	0.0235578	0.425570299433733
3054	-	Base	1	0.00836203	0.00991436	0.00155233	-	-18094.9	1263.01	1.4874e-46	91283	neuroticism.moodswings	MTAG.All	4	MTAG.All:4	0.0299152	0.279524455795047
3055	-	Base	1	0.00809617	0.00941806	0.00132189	-	-16670.1	1182.77	4.13042e-45	83708	neuroticism.moodswings	MTAG.All	5	MTAG.All:5	0.0135967	0.595451102105658
3056	-	Base	1	0.00907351	0.0116184	0.00254488	-	-18480.8	1239.1	2.64322e-50	88600	neuroticism.moodswings	MTAG.All	6	MTAG.All:6	0.0210239	0.431580724794163
3057	-	Base	1	0.0107091	0.0121257	0.00141661	-	-20728.6	1279.02	4.53085e-59	91268	neuroticism.moodswings	MTAG.All	7	MTAG.All:7	0.0173754	0.616336890085984
3058	-	Base	1	0.00972577	0.0113046	0.00157879	-	-19919.8	1290.08	8.70846e-54	91211	neuroticism.moodswings	MTAG.All	8	MTAG.All:8	0.0223605	0.43495315399924
3059	-	Base	1	0.00742684	0.00877083	0.001344	-	-17107.6	1267.92	1.72896e-41	89136	neuroticism.moodswings	MTAG.All	9	MTAG.All:9	0.0276664	0.268442587398433
3060	-	Base	1	0.00753716	0.00992724	0.00239008	-	-16908	1242.75	3.72248e-42	86865	neuroticism.moodswings	MTAG.All	10	MTAG.All:10	0.0137294	0.548979562107594
3061	-	Base	1	0.00386674	0.00503168	0.00116494	-	28951.8	3214.33	2.11554e-19	91279	neuroticism.nerves	Auto-ImpOnly	1	Auto-ImpOnly:1	0.0113913	0.33944677078121
3062	-	Base	1	0.00310391	0.00385608	0.000752169	-	25578.3	3161.27	5.91094e-16	91307	neuroticism.nerves	Auto-ImpOnly	2	Auto-ImpOnly:2	0.00707217	0.438890750646548
3063	-	Base	1	0.00349647	0.00442957	0.000933108	-	27388.2	3191.42	9.33924e-18	91294	neuroticism.nerves	Auto-ImpOnly	3	Auto-ImpOnly:3	0.0144335	0.242246856271868
3064	-	Base	1	0.00364984	0.0055836	0.00193376	-	28080.5	3205	1.92724e-18	91283	neuroticism.nerves	Auto-ImpOnly	4	Auto-ImpOnly:4	0.0200036	0.182459157351677
3065	-	Base	1	0.00231576	0.00352315	0.00120739	-	21927.6	3139.98	2.88202e-12	91208	neuroticism.nerves	Auto-ImpOnly	5	Auto-ImpOnly:5	0.00741382	0.312357192378558
3066	-	Base	1	0.00264294	0.00353604	0.000893094	-	23791.6	3194.84	9.55645e-14	91315	neuroticism.nerves	Auto-ImpOnly	6	Auto-ImpOnly:6	0.0159897	0.165290155537627
3067	-	Base	1	0.00418458	0.00535548	0.0011709	-	29961.6	3196.12	6.95932e-21	91268	neuroticism.nerves	Auto-ImpOnly	7	Auto-ImpOnly:7	0.00879752	0.47565450263256
3068	-	Base	1	0.00360573	0.00477251	0.00116678	-	27883.3	3201.39	3.04603e-18	91211	neuroticism.nerves	Auto-ImpOnly	8	Auto-ImpOnly:8	0.0113294	0.31826310307695
3069	-	Base	1	0.00258104	0.00347149	0.000890444	-	23487	3196.74	2.02452e-13	91243	neuroticism.nerves	Auto-ImpOnly	9	Auto-ImpOnly:9	0.0137731	0.18739717274978
3070	-	Base	1	0.0033116	0.005036	0.00172439	-	26388.8	3169.07	8.29254e-17	91177	neuroticism.nerves	Auto-ImpOnly	10	Auto-ImpOnly:10	0.00809323	0.409181501081768
3071	-	Base	1	0.00337672	0.00454166	0.00116494	-	27237.7	3235.14	3.78582e-17	91279	neuroticism.nerves	Auto-ImpAll	1	Auto-ImpAll:1	0.0162222	0.208154257745559
3072	-	Base	1	0.0034854	0.00423757	0.000752169	-	27683.8	3229.68	1.01979e-17	91307	neuroticism.nerves	Auto-ImpAll	2	Auto-ImpAll:2	0.0110602	0.315129925317806
3073	-	Base	1	0.00401468	0.00494779	0.000933108	-	29794	3241.28	3.85408e-20	91294	neuroticism.nerves	Auto-ImpAll	3	Auto-ImpAll:3	0.0204449	0.196365841848089
3074	-	Base	1	0.00389757	0.00583132	0.00193376	-	29529.9	3261.67	1.38306e-19	91283	neuroticism.nerves	Auto-ImpAll	4	Auto-ImpAll:4	0.0264835	0.147169747201087
3075	-	Base	1	0.00310447	0.00431186	0.00120739	-	25814.6	3193.9	6.34664e-16	91208	neuroticism.nerves	Auto-ImpAll	5	Auto-ImpAll:5	0.0145977	0.212668434068381
3076	-	Base	1	0.00321381	0.00410691	0.000893094	-	26514.5	3229.15	2.19363e-16	91315	neuroticism.nerves	Auto-ImpAll	6	Auto-ImpAll:6	0.0214086	0.150117709705445
3077	-	Base	1	0.0042866	0.0054575	0.0011709	-	30637	3229.15	2.36354e-21	91268	neuroticism.nerves	Auto-ImpAll	7	Auto-ImpAll:7	0.0134214	0.319385459043021
3078	-	Base	1	0.00324904	0.00441582	0.00116678	-	26804.5	3241.41	1.34636e-16	91211	neuroticism.nerves	Auto-ImpAll	8	Auto-ImpAll:8	0.0178197	0.182328546496293
3079	-	Base	1	0.00362917	0.00451961	0.000890444	-	28094.8	3225.83	3.05704e-18	91243	neuroticism.nerves	Auto-ImpAll	9	Auto-ImpAll:9	0.0216992	0.167249023005456
3080	-	Base	1	0.00336421	0.0050886	0.00172439	-	27279.3	3249.93	4.70612e-17	91177	neuroticism.nerves	Auto-ImpAll	10	Auto-ImpAll:10	0.0139176	0.241723429326895
3081	-	Base	1	0.00172898	0.00289392	0.00116494	-	16744.7	2777.56	1.65406e-09	87048	neuroticism.nerves	Soft-ImpOnly	1	Soft-ImpOnly:1	0.014712	0.117521750951604
3082	-	Base	1	0.00245295	0.00320512	0.000752169	-	20467.7	2845.05	6.2859e-13	91307	neuroticism.nerves	Soft-ImpOnly	2	Soft-ImpOnly:2	0.00835932	0.293438940009474
3083	-	Base	1	0.00238797	0.00332108	0.000933108	-	20293.7	2861.31	1.3176e-12	91294	neuroticism.nerves	Soft-ImpOnly	3	Soft-ImpOnly:3	0.0131953	0.180971254916523
3084	-	Base	1	0.00221128	0.00414504	0.00193376	-	19709.1	2888.84	8.94634e-12	91283	neuroticism.nerves	Soft-ImpOnly	4	Soft-ImpOnly:4	0.0185556	0.119170493004807
3085	-	Base	1	0.00169575	0.00290313	0.00120739	-	16783.1	2808.09	2.27718e-09	91208	neuroticism.nerves	Soft-ImpOnly	5	Soft-ImpOnly:5	0.0125915	0.134674184966049
3086	-	Base	1	0.00224524	0.00313833	0.000893094	-	19529.7	2844.42	6.60401e-12	91315	neuroticism.nerves	Soft-ImpOnly	6	Soft-ImpOnly:6	0.0147991	0.151714631295146
3087	-	Base	1	0.00301283	0.00418373	0.0011709	-	22671.6	2849.47	1.77057e-15	91268	neuroticism.nerves	Soft-ImpOnly	7	Soft-ImpOnly:7	0.0120474	0.250081345352524
3088	-	Base	1	0.00228103	0.00344781	0.00116678	-	19757.1	2850.26	4.15844e-12	91211	neuroticism.nerves	Soft-ImpOnly	8	Soft-ImpOnly:8	0.0172944	0.131894139143306
3089	-	Base	1	0.0024577	0.00334814	0.000890444	-	20346.4	2837.52	7.47406e-13	91243	neuroticism.nerves	Soft-ImpOnly	9	Soft-ImpOnly:9	0.0144259	0.170367186795971
3090	-	Base	1	0.00263505	0.00435944	0.00172439	-	21322.1	2869.61	1.08324e-13	91177	neuroticism.nerves	Soft-ImpOnly	10	Soft-ImpOnly:10	0.0131877	0.199811187697627
3091	-	Base	1	0.00244609	0.00361103	0.00116494	-	22713.6	3168.43	7.56994e-13	91279	neuroticism.nerves	Soft-ImpAll	1	Soft-ImpAll:1	0.0189094	0.129358414333612
3092	-	Base	1	0.00312233	0.0038745	0.000752169	-	25818.5	3182.27	4.92852e-16	91307	neuroticism.nerves	Soft-ImpAll	2	Soft-ImpAll:2	0.0114536	0.27260686596354
3093	-	Base	1	0.00330008	0.00423319	0.000933108	-	26653.4	3197.75	7.74628e-17	91294	neuroticism.nerves	Soft-ImpAll	3	Soft-ImpAll:3	0.0187658	0.17585607861109
3094	-	Base	1	0.00335416	0.00528792	0.00193376	-	26971.1	3211.01	4.48145e-17	91283	neuroticism.nerves	Soft-ImpAll	4	Soft-ImpAll:4	0.0256769	0.130629476299709
3095	-	Base	1	0.00291848	0.00412587	0.00120739	-	24558.6	3133.47	4.59594e-15	91208	neuroticism.nerves	Soft-ImpAll	5	Soft-ImpAll:5	0.0159356	0.183142147142248
3096	-	Base	1	0.00314001	0.0040331	0.000893094	-	25813.7	3180.22	4.78069e-16	91315	neuroticism.nerves	Soft-ImpAll	6	Soft-ImpAll:6	0.0210235	0.149357147953481
3097	-	Base	1	0.00361533	0.00478623	0.0011709	-	27727	3181.71	2.92062e-18	91268	neuroticism.nerves	Soft-ImpAll	7	Soft-ImpAll:7	0.014561	0.248288579081107
3098	-	Base	1	0.00269589	0.00386267	0.00116678	-	23911.6	3173.46	4.88886e-14	91211	neuroticism.nerves	Soft-ImpAll	8	Soft-ImpAll:8	0.0165858	0.162542054046232
3099	-	Base	1	0.00345347	0.00434392	0.000890444	-	26869.4	3162.22	1.94542e-17	91243	neuroticism.nerves	Soft-ImpAll	9	Soft-ImpAll:9	0.0205236	0.168268237541172
3100	-	Base	1	0.00327524	0.00499963	0.00172439	-	26385.4	3185.74	1.20746e-16	91177	neuroticism.nerves	Soft-ImpAll	10	Soft-ImpAll:10	0.0157192	0.208359204030739
3101	-	Base	1	0.00024166	0.0014066	0.00116494	-	-1542.46	684.093	0.0241493	91279	neuroticism.nerves	LifetimeMDD	1	LifetimeMDD:1	0.00766083	0.031544884823185
3102	-	Base	1	0.000503653	0.00125582	0.000752169	-	-2234.88	685.207	0.00110781	91307	neuroticism.nerves	LifetimeMDD	2	LifetimeMDD:2	0.0043487	0.115816910800929
3103	-	Base	1	0.000606537	0.00153964	0.000933108	-	-2460.2	687.74	0.000347265	91294	neuroticism.nerves	LifetimeMDD	3	LifetimeMDD:3	0.00733339	0.0827089517944634
3104	-	Base	1	0.000550072	0.00248383	0.00193376	-	-2361.33	693.43	0.000660932	91283	neuroticism.nerves	LifetimeMDD	4	LifetimeMDD:4	0.0078922	0.0696981830161425
3105	-	Base	1	0.000564972	0.00177236	0.00120739	-	-2262.85	655.693	0.000558356	83708	neuroticism.nerves	LifetimeMDD	5	LifetimeMDD:5	0.00776604	0.0727490458457592
3106	-	Base	1	0.000612311	0.0015054	0.000893094	-	-2461.81	686.207	0.000333779	91315	neuroticism.nerves	LifetimeMDD	6	LifetimeMDD:6	0.00928203	0.0659673584334461
3107	-	Base	1	0.000822893	0.00199379	0.0011709	-	-2869.28	689.453	3.15925e-05	91268	neuroticism.nerves	LifetimeMDD	7	LifetimeMDD:7	0.00805612	0.102145077282861
3108	-	Base	1	0.000307203	0.00147398	0.00116678	-	-1749.7	687.41	0.010917	91211	neuroticism.nerves	LifetimeMDD	8	LifetimeMDD:8	0.0064324	0.0477586903799515
3109	-	Base	1	0.000970207	0.00186065	0.000890444	-	-3084.05	684.113	6.54115e-06	91243	neuroticism.nerves	LifetimeMDD	9	LifetimeMDD:9	0.00983546	0.0986437848356864
3110	-	Base	1	0.000679102	0.00240349	0.00172439	-	-2607	690.594	0.000160005	91177	neuroticism.nerves	LifetimeMDD	10	LifetimeMDD:10	0.00687512	0.098776748624024
3111	-	Base	1	0.00284368	0.00400862	0.00116494	-	-11839.9	1532.18	1.09689e-14	91279	neuroticism.nerves	GPpsy	1	GPpsy:1	0.0128612	0.221105340092682
3112	-	Base	1	0.0030217	0.00377387	0.000752169	-	-12190.2	1527.02	1.4282e-15	91307	neuroticism.nerves	GPpsy	2	GPpsy:2	0.0080945	0.373302859966644
3113	-	Base	1	0.00421948	0.00515259	0.000933108	-	-14503.6	1538.97	4.33377e-21	91294	neuroticism.nerves	GPpsy	3	GPpsy:3	0.0115608	0.364981662168708
3114	-	Base	1	0.00440163	0.00633539	0.00193376	-	-14827.6	1541.45	6.63116e-22	91283	neuroticism.nerves	GPpsy	4	GPpsy:4	0.0219505	0.20052527277283
3115	-	Base	1	0.00284177	0.00404915	0.00120739	-	-11707.9	1513.75	1.03882e-14	91208	neuroticism.nerves	GPpsy	5	GPpsy:5	0.0103024	0.275835727597453
3116	-	Base	1	0.00277302	0.00366612	0.000893094	-	-11700.9	1534.06	2.39459e-14	91315	neuroticism.nerves	GPpsy	6	GPpsy:6	0.0160539	0.172731859548147
3117	-	Base	1	0.00338915	0.00456005	0.0011709	-	-12914.6	1530.24	3.18442e-17	91268	neuroticism.nerves	GPpsy	7	GPpsy:7	0.00888044	0.381642125840612
3118	-	Base	1	0.00395463	0.00512141	0.00116678	-	-14063.9	1541.61	7.31489e-20	91211	neuroticism.nerves	GPpsy	8	GPpsy:8	0.0156417	0.252826099464892
3119	-	Base	1	0.00349946	0.00438991	0.000890444	-	-12960.1	1515.55	1.21581e-17	91243	neuroticism.nerves	GPpsy	9	GPpsy:9	0.0192771	0.181534566921373
3120	-	Base	1	0.00335548	0.00507988	0.00172439	-	-12942.4	1543.64	5.10028e-17	91177	neuroticism.nerves	GPpsy	10	GPpsy:10	0.00727672	0.461125342187139
3121	-	Base	1	0.0023077	0.00347264	0.00116494	-	-14498	2082.12	3.32802e-12	91279	neuroticism.nerves	MTAG.Envs	1	MTAG.Envs:1	0.015205	0.151772443275238
3122	-	Base	1	0.00338959	0.00414175	0.000752169	-	-17697.4	2093.84	2.85976e-17	91307	neuroticism.nerves	MTAG.Envs	2	MTAG.Envs:2	0.012583	0.269378526583486
3123	-	Base	1	0.00235938	0.00329249	0.000933108	-	-14519.1	2058.85	1.76316e-12	91294	neuroticism.nerves	MTAG.Envs	3	MTAG.Envs:3	0.0177308	0.133066753897173
3124	-	Base	1	0.00229879	0.00423255	0.00193376	-	-14327.4	2059.36	3.47164e-12	91283	neuroticism.nerves	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.128111973071179
3125	-	Base	1	0.0021192	0.00332659	0.00120739	-	-12944.7	1937.5	2.37093e-11	83708	neuroticism.nerves	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.183757348733156
3126	-	Base	1	0.00237132	0.00326442	0.000893094	-	-14206.1	2013.33	1.71336e-12	88600	neuroticism.nerves	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.172047972487648
3127	-	Base	1	0.00312401	0.00429492	0.0011709	-	-16740.7	2066.31	5.41694e-16	91268	neuroticism.nerves	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.21170112559041
3128	-	Base	1	0.00256894	0.00373572	0.00116678	-	-15115.4	2055.14	1.91041e-13	91211	neuroticism.nerves	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.150727545823652
3129	-	Base	1	0.00290775	0.0037982	0.000890444	-	-16428.5	2106.95	6.32474e-15	91243	neuroticism.nerves	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.157428412099425
3130	-	Base	1	0.00323942	0.00496381	0.00172439	-	-16891.2	2050.51	1.7579e-16	91177	neuroticism.nerves	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.239531203785862
3131	-	Base	1	0.000636951	0.00180189	0.00116494	-	-6549.45	1789.42	0.000252129	91279	neuroticism.nerves	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.0523614616301533
3132	-	Base	1	0.00107983	0.001832	0.000752169	-	-8395.56	1758.6	1.80601e-06	87384	neuroticism.nerves	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.155904213541546
3133	-	Base	1	0.00106521	0.00199832	0.000933108	-	-8450.24	1783.03	2.14503e-06	91294	neuroticism.nerves	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.0752947579733092
3134	-	Base	1	0.0010832	0.00301696	0.00193376	-	-8481.25	1775.19	1.77354e-06	91283	neuroticism.nerves	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.0784734195922744
3135	-	Base	1	0.0010537	0.00226109	0.00120739	-	-8019.23	1701.77	2.44964e-06	83708	neuroticism.nerves	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.130006329434089
3136	-	Base	1	0.0015288	0.0024219	0.000893094	-	-10138	1789.03	1.45515e-08	91315	neuroticism.nerves	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.11000935453695
3137	-	Base	1	0.00164177	0.00281267	0.0011709	-	-10758.7	1830.63	4.17717e-09	91268	neuroticism.nerves	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.167368380275085
3138	-	Base	1	0.00117619	0.00234297	0.00116678	-	-9067.68	1821.06	6.37995e-07	91211	neuroticism.nerves	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.0966665296897473
3139	-	Base	1	0.00178631	0.00267676	0.000890444	-	-11213.9	1834.03	9.69703e-10	91243	neuroticism.nerves	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.119725871313673
3140	-	Base	1	0.0014158	0.00314019	0.00172439	-	-9467.82	1737.35	5.04903e-08	86865	neuroticism.nerves	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.231068024546285
3141	-	Base	1	0.00325614	0.00442108	0.00116494	-	-12940.3	1564.9	1.34979e-16	91279	neuroticism.nerves	MTAG.All	1	MTAG.All:1	0.0221868	0.146760235815891
3142	-	Base	1	0.00381166	0.00456383	0.000752169	-	-13880.2	1548.86	3.20039e-19	87384	neuroticism.nerves	MTAG.All	2	MTAG.All:2	0.0137257	0.277702412263127
3143	-	Base	1	0.00385056	0.00478367	0.000933108	-	-13966.4	1551.35	2.202e-19	91294	neuroticism.nerves	MTAG.All	3	MTAG.All:3	0.0235578	0.163451595649848
3144	-	Base	1	0.00398122	0.00591498	0.00193376	-	-14047.8	1535.5	5.76298e-20	91283	neuroticism.nerves	MTAG.All	4	MTAG.All:4	0.0299152	0.133083516072097
3145	-	Base	1	0.00305184	0.00425923	0.00120739	-	-11505.8	1435.67	1.10852e-15	83708	neuroticism.nerves	MTAG.All	5	MTAG.All:5	0.0135967	0.224454463215339
3146	-	Base	1	0.00346751	0.00436061	0.000893094	-	-12829.9	1504.38	1.48435e-17	88600	neuroticism.nerves	MTAG.All	6	MTAG.All:6	0.0210239	0.16493181569547
