PRSPheno	SampleSize	pheno	meanp	meanratio	sdratio	meanr2	cvr2	meanthresh	meanlogp	sdthresh	sdlogp	sdsnp	meansnp	lower	upper
90	GPpsy	DS_50K	mother.bronchitis	0.202006955	0.12286696193845	0.152678204029544	0.00029722653	0.972627323245624	0.2553	1.3301029995664	0.323302764878029	1.20919143809058	49789.9158442528	53554	-0.176382317959456	0.422116241836357
91	GPpsy	DS_50K	mother.severedepression	0.01581869037	0.261994488934278	0.204196088662819	0.0006962164	0.510411210061622	0.1701	1.00177287669604	0.115787592887436	0.734994079251562	26119.0286241021	50816.4	-0.138229844844848	0.662218822713403
92	GPpsy	DS_50K	neuroticism.anxious	2.97511432062762e-05	0.634670397558805	0.870132435690887	0.001146099	0.430608718132586	0.31	0.619382002601611	0.27264140062238	0.308298194778116	31601.6899309023	71953.6	-1.07078917639533	2.34012997151294
93	GPpsy	DS_50K	neuroticism.fedup	2.236626359307e-05	0.603720619798433	0.536636881785779	0.0013393083	0.313960364173684	0.49	0.452287874528034	0.378447119452933	0.392444648371232	40581.6974049468	90447.6	-0.448087668501693	1.65552890809856
94	GPpsy	DS_50K	neuroticism.guilt	0.000111079828994344	0.538255996307093	0.606455686086137	0.0010786182	0.465389223184377	0.4151	0.742596873227228	0.360465886812546	0.895172007831435	47728.9091408737	79609	-0.650397148421735	1.72690914103592
95	GPpsy	DS_50K	neuroticism.irritability	6.793225331e-06	0.50417594623836	0.494442664989878	0.0010932858	0.257121478265165	0.225	0.731875876262441	0.139940463531222	0.300530979355527	25674.2160258974	62154.9	-0.4649316771418	1.47328356961852
96	GPpsy	DS_50K	neuroticism.loneliness	0.016046723557208	0.505781256057627	0.597294262207677	0.0010502309	0.475840770066595	0.2851	0.892081875395238	0.296213305275476	0.83227091946679	41495.211847473	63866.6	-0.664915497869419	1.67647800998467
97	GPpsy	DS_50K	neuroticism.miserableness	3.93961938421e-08	0.688334809879632	0.575776389549782	0.001572974	0.248767762480635	0.5	0.422184874961636	0.368178700572909	0.355577279186898	37810.9034221612	92809.4	-0.440186913637942	1.81685653339721
98	GPpsy	DS_50K	neuroticism.moodswings	6.3313094916e-07	0.585222175456266	0.506670723720493	0.0013206839	0.201900038352151	0.435	0.544369749923271	0.397247473944839	0.439921251629644	42730.2650496239	81830.1	-0.4078524430359	1.57829679394843
99	GPpsy	DS_50K	neuroticism.nerves	0.008528745751	0.238508551233532	0.131756342507852	0.0007264501	0.424472565914137	0.525	0.482390874094432	0.427687580678545	0.496459666375428	47874.7273650491	89885.5	-0.0197338800818568	0.496750982548922
100	GPpsy	DS_50K	neuroticism.nervous	0.0031154249196495	0.348573641331054	0.342445042141732	0.0008395115	0.558327740622307	0.555	0.430102999566398	0.409911914657012	0.471539959159724	45494.1854116179	94873.6	-0.322618641266741	1.01976592392885
101	GPpsy	DS_50K	neuroticism.sensitivity	0.0001332648426	0.328242491420335	0.24238286569726	0.0008118036	0.286438384034778	0.33	0.609691001300806	0.283039062871384	0.347697249740426	34950.2545220425	74016.4	-0.146827925346295	0.803312908186965
102	GPpsy	DS_50K	neuroticism.tense	3.4416526821774e-05	0.622297839739109	0.644524296581832	0.0013398183	0.434958670687002	0.2	0.822184874961636	0.154560308258262	0.353549311044179	29138.1525504888	55979.5	-0.640969781561281	1.8855654610395
103	GPpsy	DS_50K	neuroticism.worrytoolong	0.000631605793	0.241675089882624	0.201951679915035	0.0005717677	0.227777645498532	0.245	0.709691001300806	0.164062996030996	0.324875448145697	28835.2068965469	64752.9	-0.154150202750845	0.637500382516094
104	GPpsy	DS_50K	neuroticismscore.baseline	5.748855959057e-12	0.888211015880845	0.760248508280692	0.002029695	0.184309618008968	0.24	0.689279003035213	0.142984070596848	0.260450973609465	24939.7679996783	65103.9	-0.601876060349311	2.378298092111
105	GPpsy	DS_50K	nvehicles.baseline	0.0622003811	0.0754714539061984	0.0966714280557092	0.00016370244	0.665628768682406	0.6002	0.744369749923271	0.439393723719905	1.2094212283855	55518.8236495815	94740.1	-0.114004545082992	0.264947452895389
106	GPpsy	DS_50K	otheractivity.baseline	0.32373852	0.0341281995782797	0.039049898038479	6.481699e-05	0.840415311776193	0.1102	1.42041199826559	0.148534171152634	0.892822731910932	30888.0120940507	33541.3	-0.0424096005771392	0.110665999733699
107	GPpsy	DS_50K	otherqualifications.baseline	0.27206926	0.0238415163297995	0.0195419157304135	7.950173e-05	0.775278702325139	0.33	0.660205999132796	0.297396106975939	0.442740563871885	39727.0968960594	72152.7	-0.014460638501811	0.06214367116141
108	GPpsy	DS_50K	physworkinjob.baseline	0.1263831738	0.0790535203563218	0.0617135390842088	0.00024774545	0.988414409229531	0.2504	1.61249387366083	0.405243740098337	1.27616593119842	55279.9289390925	44349.2	-0.0419050162487275	0.200012056961371
109	GPpsy	DS_50K	Psypsy	6.218824755e-07	0.831002245796183	0.807732897122532	0.001787532	0.194810537397805	0.435	0.561978875828839	0.402802681222457	0.464680660660844	44794.0606658219	80893.4	-0.752154232563981	2.41415872415635
110	GPpsy	DS_50K	self.bronchitis	0.089468708251	0.277568842418526	0.36460649975423	0.00058250959	1.07112837471352	0.53	0.442596873227228	0.364539283053128	0.486490126080668	43192.2146741233	95101.3	-0.437059897099765	0.992197581936817
111	GPpsy	DS_50K	self.highbloodpressure	0.1186227606	0.10549016986294	0.161270967070529	0.00020010752	0.908502602858523	0.2351	1.08239087409443	0.310873482661713	0.839166907522491	45488.5126793323	51986	-0.210600925595296	0.421581265321176
112	GPpsy	DS_50K	self.stroke	0.1705642043	0.184750783617694	0.146834239266167	0.000562442	1.08570411975316	0.255	0.674472749489669	0.149907378811792	0.302915995053386	26363.8595111228	67402.1	-0.103044325343994	0.472545892579382
