PRSPheno	SampleSize	pheno	meanp	meanratio	sdratio	meanr2	cvr2	meanthresh	meanlogp	sdthresh	sdlogp	sdsnp	meansnp	lower	upper
113	GPpsy	DS_50K	SelfRepDep	0.008329547932	0.715736552142695	0.781878152163989	0.0016093236	0.415618757813931	0.465	0.530102999566398	0.400034720715312	0.476205301037552	45884.5639211416	84742.7	-0.816744626098723	2.24821773038411
114	GPpsy	DS_50K	sibling.bronchitis	0.12723654	0.202439075425197	0.19628160174019	0.00052211393	0.617118936259303	0.2804	1.49208187539524	0.393525715664032	1.3328097758478	54316.530697283	51987.1	-0.182272863985575	0.587151014835969
115	GPpsy	DS_50K	sibling.highbloodpressure	0.1885455499	0.100407838729306	0.145752919924317	0.00021192943	1.00422695340487	0.3551	0.834678748622466	0.369916041525341	0.872529872483242	47188.0957709557	70197.4	-0.185267884322355	0.386083561780967
116	GPpsy	DS_50K	sibling.nbrothers	0.1840347838169	0.0463795679719183	0.0557567189456183	0.00014197408	1.53340332344625	0.2551	0.994884747755262	0.304911808743301	0.837062524246054	43540.3528164136	57048.6	-0.0629036011614936	0.15566273710533
117	GPpsy	DS_50K	sibling.severedepression	0.020456884754	0.326382890807201	0.318547932670921	0.0008854092	0.572643614936674	0.2401	1.01249387366083	0.305235956087891	0.815577502601316	42246.0949176239	54415.7	-0.297971057227803	0.950736838842206
118	GPpsy	DS_50K	smokingexpoutside.baseline	0.146239499	0.0385486706470694	0.0299322669528636	0.000126220058	0.786497527857772	0.1802	1.20177287669604	0.152854905783957	0.999920525273341	35527.4961123228	49727.7	-0.0201185725805433	0.0972159138746822
119	GPpsy	DS_50K	sports.baseline	0.0697844872	0.0809152987306286	0.0631832746958019	0.00022268854	0.730522378895083	0.1754	1.65228787452803	0.306386176073414	1.20895216777547	44829.3311875408	38113.5	-0.0429239196731431	0.2047545171344
120	GPpsy	DS_50K	stress.closerelativedeath	0.17927076402	0.179448680708125	0.338226074615596	0.0003100629	1.2863239014896	0.1704	1.62218487496164	0.204026795625803	1.23608944998379	45082.1734495281	42142.4	-0.483474425538443	0.842371786954694
121	GPpsy	DS_50K	stress.finance	0.01548209794	0.360302567883488	0.362118954566464	0.0008380181	0.521667452668315	0.1653	1.40177287669604	0.159604406789621	1.13579340298622	37767.1182003016	45227.4	-0.349450583066781	1.07005571883376
122	GPpsy	DS_50K	stressbinary	0.00745536082	0.165183129635455	0.113953872575885	0.0004042694	0.364702243156089	0.3401	0.879588001734408	0.373916345367962	0.878283566345324	48176.31286385	67184.6	-0.058166460613279	0.388532719884189
123	GPpsy	DS_50K	townsend	0.04695410948	0.120603011037201	0.193741822867525	0.00025402773	0.596718168224001	0.4801	0.769897000433602	0.460680764376663	0.948967831320586	56680.7875429487	79399.6	-0.259130961783147	0.500336983857549
124	GPpsy	DS_50K	trauma	0.00310859367	0.661650029881028	0.818336092099388	0.0014366092	0.30633891012663	0.35	0.554060751224077	0.263523138347365	0.30937587661438	31200.6196307773	78799.7	-0.942288710633773	2.26558877039583
125	GPpsy	DS_50K	unabletowork.baseline	0.01828644073	0.484455958386888	0.53574637259052	0.0010349811	0.601188202736412	0.3101	0.864781748188864	0.29877172631366	0.857129835508065	43155.9380954696	67707.7	-0.565606931890532	1.53451884866431
126	GPpsy	DS_50K	years.currenthousing.baseline	0.137326262	0.0476732568950109	0.0407242509977192	0.000109642629	0.627133704378124	0.3103	1.31249387366083	0.397511998421292	1.24773290957728	55756.7114660747	57158.2	-0.0321462750605189	0.127492788850541
127	GPpsy	Full	abletoconfide.baseline	0.0070246645188	0.0257717446154437	0.0144035539450388	0.0003843615	0.596110449203732	0.11990004	1.46768096767671	0.143399155795213	1.03649747896495	33417.2366709491	38368.5	-0.00245922111683239	0.0540027103477198
128	GPpsy	Full	agefirstsex.baseline	0.00064041564996	0.0458236531228863	0.0250138764859597	0.0006619529	0.375035464883298	0.22002505	0.87135592863224	0.193255601225431	0.504314156526156	35971.2435957144	59952.6	-0.00320354478959481	0.0948508510353674
129	GPpsy	Full	alcoholfreq.baseline	0.0003772052327157	0.0434356882156345	0.025642325274044	0.0006402378	0.455669648304392	0.319945045	0.935695837004137	0.385583021407485	0.772817213608492	50181.7661289658	64070.6	-0.00682326932149173	0.0936946457527607
130	GPpsy	Full	alevels.baseline	0.001402215809371	0.0648411453173615	0.0332208281694008	0.000960436	0.406036592102685	0.20007502	0.811463816229167	0.131505955826265	0.360695363345226	26440.0811017415	60047	-0.000271677894664007	0.129953968529387
131	GPpsy	Full	averageatage10.baseline	0.0029773808722914	0.0446565663616925	0.0335291570782588	0.0006557121	0.649131164404916	0.10901505	1.77587955321976	0.170472956160864	1.10221986838874	38394.4230621815	31796.5	-0.0210605815116947	0.11037371423508
132	GPpsy	Full	college.baseline	6.330813000417e-06	0.0928359363138744	0.0330907064859809	0.0014103617	0.320437333507342	0.20606502	0.753719407414653	0.112628640808838	0.268414490714371	21727.6923816896	62624.3	0.0279781516013519	0.157693721026397
133	GPpsy	Full	currentsmoking.baseline	3.1239335995e-05	0.106575528605618	0.0479522071836776	0.0015629872	0.306007057775953	0.068315085	1.40113683447056	0.0865094727115735	0.502433866579907	21328.6427679358	28656.1	0.0125892025256095	0.200561854685626
134	GPpsy	Full	DepAll	5.0266251686058e-13	0.843801031530742	0.259243167004998	0.012498813	0.158496749789385	0.143575015	1.03263447164778	0.120587321913997	0.55318805250338	25266.4174297294	48034.8	0.335684424200945	1.35191763886054
135	GPpsy	Full	educatedyrs	9.405533146e-07	0.131507778324564	0.0439509276630863	0.001932468	0.215700219632247	0.11125006	1.1211103761108	0.101986631340705	0.411771066579724	24025.209405724	40490.9	0.0453639601049145	0.217651596544213
136	GPpsy	Full	educationage.baseline	5.2057917003e-05	0.0701677468045115	0.0239695612401509	0.0010325569	0.262163017017305	0.14766506	1.33647396381473	0.302878395640527	0.661917060219734	39004.610226086	36432	0.0231874067738157	0.117148086835207
137	GPpsy	Full	eversmoked.baseline	1.0400891663171e-07	0.102415665461815	0.0531658071740867	0.0014813537	0.365878247882372	0.056520065	1.63929581951538	0.0615790886439863	0.734293213955444	20463.0842328868	24772.1	-0.00178931659939507	0.206620647523025
138	GPpsy	Full	familyhappiness.baseline	0.0002740771183092	0.15029327195461	0.0743944923328024	0.0022202349	0.34338668734599	0.224660035	0.95470378708374	0.294398901764826	0.602450502012923	38732.9162744328	55653.7	0.00448006698231698	0.296106476926902
139	GPpsy	Full	father.age	0.0179226562	0.0756108450395499	0.0461006542321119	0.0011078075	0.446254510323038	0.230690035	1.07599246386092	0.291500923055909	0.948286717919453	39911.4819932811	56429.7	-0.0147464372553894	0.165968127334489
140	GPpsy	Full	father.severedepression	2.66074675481e-05	0.182433949936073	0.0860079936470341	0.002643869	0.319427622085094	0.068495045	1.50718790736828	0.0771858617447502	0.632567435851333	23134.7534203895	27990.4	0.0138582823878861	0.35100961748426
141	GPpsy	Full	financehappiness.baseline	1.275688192e-05	0.154089752592108	0.0514693723298551	0.002293102	0.195677743138847	0.112515045	1.18978145914428	0.119574032175572	0.545940524382761	26448.1193662444	39706.3	0.0532097828255915	0.254969722358624
142	GPpsy	Full	getupmorning.baseline	2.3541592680005e-07	0.0682828899450743	0.0320143932682637	0.0009888604	0.310070673733605	0.21757004	0.932200824643673	0.29552126939698	0.501325173248269	37694.1141700752	54542.8	0.00553467913927745	0.131031100750871
143	GPpsy	Full	GPpsy	3.15204660638188e-62	0.907841081007302	0.234608406195596	0.01348505	0.0948000760405858	0.20350001	0.7619600594711	0.129937235874355	0.256864813627243	22461.1157643109	61723.6	0.448008604863935	1.36767355715067
144	GPpsy	Full	happiness.baseline	2.766596826633e-06	0.175611533417808	0.0646692313759152	0.002649962	0.360959133107359	0.10993004	1.35149790269448	0.142592169040869	0.753423625884004	30391.791561575	36856.1	0.0488598399210144	0.302363226914602
145	GPpsy	Full	healthhappiness.baseline	5.34622727330405e-07	0.241469572862042	0.105115348353755	0.003595888	0.344192246493504	0.12205006	1.0798741661576	0.136216113209049	0.409859558896915	24987.4244746788	42369.9	0.0354434900886827	0.447495655635401
146	GPpsy	Full	ICD10Dep	4.67710865512e-08	0.421860045158314	0.169051144396847	0.006115365	0.254810884360835	0.215890025	0.970116179708399	0.292950005129813	0.595607250167442	37701.2764717589	54222.6	0.0905198021404937	0.753200288176133
147	GPpsy	Full	ICD10Dep.exclpsych	1.06196654096169e-06	0.414125883735851	0.180153446420725	0.005981934	0.305276197220688	0.256165015	0.869853993845413	0.290387667765104	0.601671098743426	38785.091098399	62052.8	0.0610251287512293	0.767226638720473
148	GPpsy	Full	income.baseline	2.30080487939e-08	0.0907317662686062	0.0286610267887179	0.0013579495	0.248510386030664	0.16183504	1.19464318468482	0.177732054301793	0.788180795527542	37041.4215351469	46957.3	0.0345561537627191	0.146907378774493
149	GPpsy	Full	insomnia.baseline	3.53363176420232e-12	0.120974008769667	0.0379402431020042	0.001792407	0.246658262475918	0.24793003	0.847482501450313	0.204151090530198	0.56611194236185	38893.9983009376	63973.5	0.0466111322897389	0.195336885249595
150	GPpsy	Full	LifetimeMDD	1.66648587710684e-12	1	0	0.01593986	0.321116431844697	0.25160003	0.869264970495151	0.299150881472139	0.558585820784701	39156.4185073434	60678.9	1	1
151	GPpsy	Full	maternalsmokingatbirth.baseline	3.6048542874e-05	0.0681114426653269	0.0242856007478808	0.0010183363	0.287254951718009	0.17310003	1.0811804148897	0.148154287596867	0.775014217129977	32246.3673904175	52153.9	0.0205116651994805	0.115711220131173
152	GPpsy	Full	mother.age	0.002862410307	0.0604247100446031	0.0293185778792247	0.0008778393	0.355755849780872	0.09065505	1.49704938189581	0.11270251248556	0.774604986136974	29328.5024423531	32173.2	0.00296029740132259	0.117889122687884
153	GPpsy	Full	mother.bronchitis	0.00422849373703	0.0797297128824864	0.0539776796922491	0.0011474852	0.59299978327176	0.101860035	1.27694669912664	0.0930489928645838	0.686180572945487	24595.2306002155	37692.5	-0.0260665393143219	0.185525965079295
154	GPpsy	Full	mother.severedepression	8.683058984168e-07	0.190873144193699	0.0555216399948028	0.002928335	0.291695110486299	0.195645025	1.00102668578319	0.162798260467951	0.759832669743742	33394.837688215	56419	0.0820507298038856	0.299695558583513
155	GPpsy	Full	neuroticism.anxious	7.73387097569485e-20	0.335664135671731	0.105364780838703	0.004939027	0.155095805077542	0.15902505	0.953574261471166	0.13887146282125	0.401173686250115	27820.1017843014	50714.2	0.129149165227873	0.542179106115589
156	GPpsy	Full	neuroticism.fedup	5.04377305546355e-23	0.361811128939879	0.122264893672097	0.005348592	0.192308813231453	0.176055045	0.964354255452327	0.150551821484432	0.531456058124987	31148.2483582767	53228.3	0.122171937342569	0.601450320537189
157	GPpsy	Full	neuroticism.guilt	3.07339156359299e-18	0.290646241885974	0.102508928731202	0.004245874	0.155837557130442	0.33776502	0.689796265324318	0.367031721952388	0.454199609889402	41406.8947427036	71590.7	0.0897287415728195	0.491563742199129
158	GPpsy	Full	neuroticism.irritability	7.2889308391719e-16	0.30990734162224	0.107259684106371	0.004567007	0.213302718649719	0.19749503	0.851893428999824	0.132126381865168	0.42769763461181	28920.8630747578	58989.1	0.0996783607737526	0.520136322470728
159	GPpsy	Full	neuroticism.loneliness	3.56541918600662e-15	0.275985177082102	0.106719199334615	0.003974583	0.173600664148875	0.16333504	0.964119524216516	0.143986687622318	0.452361877234205	28913.7454641675	51217.1	0.0668155463862562	0.485154807777948
160	GPpsy	Full	neuroticism.miserableness	3.81482520013993e-27	0.425699596160657	0.115003100914865	0.006358075	0.175051201490899	0.17447003	0.88106918166089	0.127717073468412	0.371312189276306	25705.7642954087	54918.7	0.200293518367521	0.651105673953792
161	GPpsy	Full	neuroticism.moodswings	4.90013127112084e-33	0.457405040535171	0.120409710064423	0.006799503	0.127870411961988	0.14644003	0.906492983379089	0.0861410808925432	0.270523799921565	19113.4723983431	50838.7	0.221402008808901	0.69340807226144
162	GPpsy	Full	neuroticism.nerves	4.25095633833355e-17	0.275628003337676	0.0766324610054775	0.004104649	0.1428676926057	0.16410504	0.968798474307222	0.135729415004029	0.469750647562306	29136.6899418356	51544.1	0.12542837976694	0.425827626908412
163	GPpsy	Full	neuroticism.nervous	1.6994865983476e-17	0.276481132970397	0.0814757233549863	0.004092498	0.173783206441552	0.27515502	0.706233563017133	0.276973585232322	0.364498996715155	32257.146517219	68099.9	0.116788715194624	0.43617355074617
164	GPpsy	Full	neuroticism.sensitivity	8.19851232207949e-17	0.231083546420973	0.062744632862971	0.003454694	0.147711072001322	0.14805006	0.982772361569612	0.136848568973163	0.382659153071843	27218.1241904075	48343	0.108104066009549	0.354063026832396
165	GPpsy	Full	neuroticism.tense	3.7319982232014e-24	0.41317867550691	0.123438446795044	0.006076471	0.136555607091021	0.24147503	0.822955752038329	0.283731379842316	0.443655345249281	35083.9495181043	60770.3	0.171239319788623	0.655118031225197
166	GPpsy	Full	neuroticism.worrytoolong	3.64906133530936e-10	0.137364193061701	0.0597935448422296	0.001985371	0.241097539409325	0.199970055	1.25760386371544	0.315049622756835	0.84440971488521	44873.360934969	46313.4	0.0201688451709309	0.254559540952471
167	GPpsy	Full	neuroticismscore.baseline	2.1223822111209e-47	0.598977351982542	0.174180016588701	0.008822049	0.0809209203956921	0.21908002	0.734496103748994	0.131625518290851	0.281471998957486	23332.243384305	64537.3	0.257584519468688	0.940370184496395
168	GPpsy	Full	nvehicles.baseline	0.00099353715183	0.0405490300611037	0.020874296138064	0.0005788282	0.359951841102435	0.19997506	0.96750893907507	0.292317097245825	0.47827037527709	36384.9672352623	51379.4	-0.000364590369501767	0.0814626504917092
169	GPpsy	Full	otheractivity.baseline	0.132983219	0.0114941371650735	0.00834504003705973	0.00015273768	0.605927469852401	0.00575006	2.78983300099313	0.00854298132974926	0.925052925995147	5405.97760611138	5303.1	-0.00486214130756353	0.0278504156377106
170	GPpsy	Full	otherqualifications.baseline	0.0248958797566	0.0284143769585404	0.0191722020057989	0.00043212224	0.629684365837527	0.080135065	1.47844962653674	0.127069086151992	0.596634669846463	28716.0494381336	28896	-0.00916313897282553	0.0659918928899063
171	GPpsy	Full	physworkinjob.baseline	0.005003377657	0.044427575411717	0.0206527903639298	0.0006951954	0.446934640030309	0.104590025	1.67096867954491	0.122288462029567	1.13454494449765	32571.9560672129	34538.4	0.00394810629841461	0.0849070445250195
172	GPpsy	Full	Psypsy	6.92603660581922e-31	0.600510503873469	0.169127037024893	0.008893009	0.103939025067045	0.34706501	0.576840985153768	0.268492592725678	0.356566280814607	31928.4061675493	80170.8	0.269021511304679	0.93199949644226
173	GPpsy	Full	self.bronchitis	0.0001280079482398	0.148724220294904	0.057828065331804	0.002280888	0.430295169173191	0.091700055	1.22146717308795	0.0616005936795185	0.544897749544383	18771.6397152726	36830.4	0.0353812122445683	0.26206722834524
174	GPpsy	Full	self.highbloodpressure	7.877369381e-06	0.0637358448571695	0.0161495952604066	0.0009650806	0.254695992616125	0.08527506	1.52723280094988	0.130929132701634	0.772332338945176	28964.2690463421	30170.5	0.0320826381467726	0.0953890515675663
175	GPpsy	Full	self.stroke	0.009407975222	0.0947382440211217	0.0630808494363421	0.0013449645	0.517579158604224	0.093690045	1.22584838674661	0.0706227246548102	0.572695009687212	19940.5057845694	37023.5	-0.0289002208741087	0.218376708916352
176	GPpsy	Full	SelfRepDep	9.30555396732839e-16	0.478065301970037	0.143120100197751	0.007166126	0.223591397778128	0.15429002	0.897848010354754	0.103065036416611	0.306521006463857	20755.8589650676	52052.6	0.197549905582444	0.758580698357629
177	GPpsy	Full	sibling.bronchitis	0.0106353989027	0.153019474690775	0.122041080956105	0.0021754892	0.695357534656792	0.168305045	1.33789678933299	0.303036326809458	0.789168736313673	41755.0201331795	40568.1	-0.086181043983192	0.392219993364741
178	GPpsy	Full	sibling.highbloodpressure	0.007009563208	0.0440369474125838	0.0294323832949648	0.0006136577	0.528640886475594	0.214600055	1.1037568525096	0.312817810095238	0.710722389851108	43727.4880900637	50475	-0.0136505238455471	0.101724418670715
179	GPpsy	Full	sibling.nbrothers	0.000117123358134	0.0386487596515045	0.0123849272134502	0.000589263	0.368312582761531	0.14784504	1.20373024547126	0.150976099132728	0.732209783558455	34613.5314105786	45176.6	0.0143743023131422	0.0629232169898668
180	GPpsy	Full	sibling.severedepression	1.74552522311495e-07	0.24128374623302	0.091122701088215	0.003555718	0.269429476160899	0.244680045	1.03734849058379	0.31393038854675	0.732280984343613	45719.4140587757	55996.9	0.0626832521001182	0.419884240365921
181	GPpsy	Full	smokingexpoutside.baseline	0.01011373992	0.0219192963161703	0.0121541761030158	0.0003175123	0.433783449696165	0.08682005	1.64278986729852	0.130198936915363	0.893552796249839	30867.4545730972	29652.4	-0.00190288884574068	0.0457414814780812
182	GPpsy	Full	sports.baseline	1.6013841719e-05	0.0670417627003334	0.0202777002141029	0.0010179988	0.319291808350273	0.102490055	1.12650742578025	0.0777369299311053	0.408063866808246	19940.7654430705	39527.3	0.0272974702806918	0.106786055119975
183	GPpsy	Full	stress.closerelativedeath	0.029144350435	0.0623597891079393	0.0533822244529636	0.0008283766	0.6247594707364	0.213060055	1.22956170881955	0.308307290827047	1.02691206867517	43630.8807688622	50274	-0.0422693708198693	0.166988949035748
184	GPpsy	Full	stress.finance	3.0042237483e-05	0.167493098816098	0.0773005277843576	0.00247156	0.297947825329764	0.18744003	0.892354086104045	0.149879900733895	0.458424985804186	29224.0154469649	56275.8	0.0159840643587567	0.319002133273438
185	GPpsy	Full	stressbinary	5.374775588017e-07	0.104780928503465	0.0548933782046356	0.0014668663	0.296760254676011	0.138205045	1.18558808949398	0.161944762023119	0.603250062568953	33987.341091288	42782.3	-0.00281009277762129	0.21237194978455
186	GPpsy	Full	townsend	3.09307834135506e-07	0.0746552045635378	0.0335877307345479	0.0011086931	0.33990651878606	0.15414006	1.24035187274023	0.299438366315826	0.628261131335461	37266.6983655202	39332.2	0.00882325232382387	0.140487156803252
187	GPpsy	Full	trauma	2.2962977163337e-06	0.336826083648232	0.13576274157797	0.004976917	0.284528544931326	0.341660025	0.818252146456947	0.378421080452864	0.719036745858911	46962.4496901514	69479.7	0.0707311101554113	0.602921057141052
188	GPpsy	Full	unabletowork.baseline	5.60477352953e-08	0.297028885071865	0.0943805367899347	0.004435575	0.2051800760457	0.23139504	0.827655102351333	0.284543451660145	0.402438277064741	33910.0290081464	59138	0.112043032963593	0.482014737180137
189	GPpsy	Full	years.currenthousing.baseline	0.002533921889	0.0279690567272378	0.0155792383514959	0.0004063483	0.445219869227261	0.10574003	1.39276359935581	0.13798800491388	0.778615068280667	30281.5722513068	35777.3	-0.00256625044169421	0.0585043638961699
190	SoftImpAll	DS_100K	abletoconfide.baseline	0.003059975071	0.0498782252664727	0.0238256826723622	0.000423468	0.379997337589749	0.285	0.626760624017703	0.152843420241472	0.31645770284834	27056.6255997389	72735.8	0.00317988722864272	0.0965765633043027
191	SoftImpAll	DS_100K	agefirstsex.baseline	0.00173654009	0.0468144598488809	0.0220436784628067	0.0003936495	0.317608915171643	0.2551	0.992081875395238	0.301245728416004	0.837618742773304	43100.5695565615	57681.9	0.00360885006177988	0.090020069635982
192	SoftImpAll	DS_100K	alcoholfreq.baseline	0.00496162679705	0.0428330062403233	0.0265800528831137	0.0003771729	0.683180587915634	0.525	0.450514997831991	0.37509258116423	0.474402273048196	44308.2896678363	93846.2	-0.00926389741057954	0.0949299098912261
193	SoftImpAll	DS_100K	alevels.baseline	0.0036323552991	0.0652387169455527	0.0272247703002974	0.0005966174	0.502629695095214	0.2301	0.961978875828839	0.282948935322259	0.78067248843127	36085.0561442453	55656.6	0.0118781671569699	0.118599266734136
194	SoftImpAll	DS_100K	averageatage10.baseline	0.00533894336	0.049393946122219	0.0167483089660244	0.0004480126	0.416420912093964	0.2451	0.969897000433602	0.298470340979543	0.805672486138848	39879.506481539	56824.1	0.0165672605488113	0.0822206316956267
195	SoftImpAll	DS_100K	college.baseline	0.00015026260642	0.0975281959186371	0.0352849940018206	0.0008515349	0.357148382358643	0.22	0.882390874094432	0.287904305089189	0.437627319222487	36423.9125741746	53365.1	0.0283696076750687	0.166686784162206
196	SoftImpAll	DS_100K	currentsmoking.baseline	0.000996813069	0.110778681302452	0.0370894947548459	0.0009628395	0.279576644387043	0.33	0.709691001300806	0.367574633389073	0.468185430660856	42826.4570698483	67892.6	0.0380832715829538	0.18347409102195
197	SoftImpAll	DS_100K	DepAll	3.4675167864301e-06	0.7175292343545	0.389251252731752	0.006014817	0.340605320460292	0.18	0.91249387366083	0.16532795690183	0.402105854195274	31779.7776784056	51072.2	-0.0454032209997339	1.48046168970873
198	SoftImpAll	DS_100K	educatedyrs	0.00060110481766	0.120599478733541	0.0370572139041617	0.0010839101	0.387288818219785	0.2001	1.05509074688806	0.1913695958668	0.806580773998347	38190.5856469308	52586.5	0.0479673394813843	0.193231617985698
199	SoftImpAll	DS_100K	educationage.baseline	0.004296982824	0.064719820093587	0.0267904109458295	0.0005875622	0.44357955034972	0.3851	0.794884747755262	0.368100363729483	0.888338268190718	48011.8144660481	74796.9	0.0122106146397612	0.117229025547413
200	SoftImpAll	DS_100K	eversmoked.baseline	0.0004271106275	0.0868994216538534	0.0514714490815973	0.0007005596	0.358772231662362	0.3151	0.934678748622466	0.376330366094001	0.873417045354531	47671.1522896418	62989.8	-0.0139846185460772	0.187783461853784
201	SoftImpAll	DS_100K	familyhappiness.baseline	0.0022963411919	0.163014637583533	0.0953332037591079	0.0013805354	0.468855240824849	0.155	0.904575749056068	0.0984603699182795	0.317620643127259	22300.4698229033	48983.1	-0.0238384417843184	0.349867716951385
202	SoftImpAll	DS_100K	father.age	0.0439036552	0.0856149114313747	0.0510056616228514	0.0007314266	0.56602985032191	0.2701	0.901772876696043	0.290681364307304	0.812863972410354	39646.0933684238	62121.6	-0.0143561853494141	0.185586008212163
203	SoftImpAll	DS_100K	father.severedepression	0.01683316948	0.119287337168582	0.0659411124478561	0.0010462858	0.494831958612928	0.1702	1.25228787452803	0.174903656019218	0.983985402463665	37021.2660723536	46638.6	-0.00995724322921564	0.24853191756638
204	SoftImpAll	DS_100K	financehappiness.baseline	0.00061288358188	0.196542905340568	0.132922392067264	0.0015873138	0.421498729683668	0.345	0.579048498545737	0.265047165613971	0.360686154395466	32538.4092872477	77803.5	-0.0639849831112695	0.457070793792405
205	SoftImpAll	DS_100K	getupmorning.baseline	3.63179531e-05	0.0716231122280473	0.0198451375834425	0.0006207144	0.203626066082187	0.24	0.744369749923271	0.162958754154404	0.3781812975006	30898.168775116	63670.1	0.0327266425645	0.110519581891595
206	SoftImpAll	DS_100K	GPpsy	2.29919752523419e-21	0.550109635194376	0.215876079387188	0.004679299	0.201832631377222	0.37	0.584163750790475	0.346570499481867	0.37561887770286	37755.9746208023	76690.7	0.126992519595487	0.973226750793265
207	SoftImpAll	DS_100K	happiness.baseline	0.0017870169438	0.168287197448553	0.0886651503478551	0.0014706683	0.466273882505364	0.2951	0.859176003468815	0.287065788046341	0.833439390093922	40007.010121283	66688.8	-0.00549649723324297	0.342070892130349
208	SoftImpAll	DS_100K	healthhappiness.baseline	6.1304123039e-05	0.251355101335061	0.0942113829749743	0.002187902	0.321741962213086	0.525	0.474472749489669	0.422459728521219	0.488375511781245	46477.5013935656	90656.3	0.0667007907041111	0.436009411966011
209	SoftImpAll	DS_100K	ICD10Dep	0.01138192816451	0.29847186437072	0.196966471227504	0.0024357621	0.492418427872829	0.22	0.759176003468815	0.137840487520902	0.341757073593006	26998.3092081708	61161.1	-0.0875824192351879	0.684526147976628
210	SoftImpAll	DS_100K	ICD10Dep.exclpsych	0.06168431213154	0.313137630846679	0.244753954049435	0.00252397735	0.619608567250487	0.1901	1.00177287669604	0.14283669774334	0.775002581970638	31386.7863246445	53693.7	-0.166580119090213	0.792855380783572
211	SoftImpAll	DS_100K	income.baseline	7.84693579826e-06	0.114185123176659	0.0557545608579754	0.0009756593	0.335046978918184	0.3	0.692081875395237	0.285773803324704	0.41947580630416	36809.8247150887	68645	0.00490618389502752	0.223464062458291
212	SoftImpAll	DS_100K	insomnia.baseline	1.04533979484797e-05	0.0999008147953844	0.0371587825074113	0.0008879704	0.444380222835769	0.475	0.509691001300806	0.391045606888336	0.470309650691494	44502.0300086287	87029	0.0270696010808583	0.172732028509911
213	SoftImpAll	DS_100K	LifetimeMDD	4.7507710670906e-08	1	0	0.009085971	0.272911698715382	0.195	0.784163750790475	0.111679103785006	0.281738449432531	22517.8838627335	57465.1	1	1
214	SoftImpAll	DS_100K	maternalsmokingatbirth.baseline	0.000643460328	0.085217617616609	0.030876099323083	0.0007452232	0.303274188571989	0.365	0.614266750356873	0.351228004451683	0.421863773777778	39663.6746076026	75202.4	0.0247004629433663	0.145734772289852
215	SoftImpAll	DS_100K	mother.age	0.0143865526	0.0692265235236206	0.0284064103244305	0.0006076078	0.396412366837162	0.305	0.782390874094432	0.375240663515504	0.495221910570144	44234.8566842685	62640.1	0.0135499592877368	0.124903087759504
216	SoftImpAll	DS_100K	mother.bronchitis	0.0286622897	0.0896458344374058	0.0614848516815162	0.0007465447	0.509701427800776	0.335	0.614266750356873	0.276937618326663	0.389035507443175	35371.4574168056	75214.3	-0.030864474858366	0.210156143733178
217	SoftImpAll	DS_100K	mother.severedepression	0.00391202661728	0.150537576598636	0.0854115876033096	0.0013315207	0.543625964717109	0.22	0.9	0.295522136790687	0.447981966761878	38072.4587683363	52569	-0.0168691351038505	0.317944288301123
218	SoftImpAll	DS_100K	neuroticism.anxious	5.96540222698435e-07	0.279114548672257	0.116537617027212	0.0023547265	0.268930195012277	0.155	0.930102999566398	0.13632070031119	0.330558031550368	25687.718605504	47492.4	0.0507008192989221	0.507528278045592
219	SoftImpAll	DS_100K	neuroticism.fedup	2.58645010191139e-13	0.386041219796422	0.159671323971265	0.003287365	0.293799455824754	0.41	0.501772876696043	0.331494930412049	0.326403560884894	34400.7859711567	83951.9	0.0730854248127427	0.698997014780101
220	SoftImpAll	DS_100K	neuroticism.guilt	3.82783066951771e-10	0.299504143056771	0.124248224247226	0.002550232	0.29165870602717	0.37	0.652287874528034	0.364539283053128	0.48779548819045	44221.7995926343	74082.9	0.055977623532209	0.543030662581334
221	SoftImpAll	DS_100K	neuroticism.irritability	2.20509863519549e-10	0.27988809424603	0.0758147924896027	0.002433549	0.23857730678133	0.325	0.588739499846543	0.255223213851893	0.323896287116724	29154.2456273525	75689.1	0.131291100966409	0.428485087525652
222	SoftImpAll	DS_100K	neuroticism.loneliness	1.80125576460277e-07	0.284344794952952	0.11014232715006	0.002409999	0.264700863836235	0.31	0.654060751224077	0.271620650499512	0.399527151453505	34189.363248596	71534.7	0.0684658337388339	0.500223756167069
223	SoftImpAll	DS_100K	neuroticism.miserableness	1.43570825490315e-15	0.38116493374048	0.0938591544209128	0.003318196	0.188569031318129	0.165	0.844369749923271	0.0883490552046571	0.252885101089826	19150.3498650953	51937.2	0.197200991075491	0.565128876405469
224	SoftImpAll	DS_100K	neuroticism.moodswings	1.93867715033722e-17	0.429041905342562	0.108203295911693	0.003733157	0.203423605882008	0.42	0.560205999132796	0.351346615814703	0.469584315035229	42441.8452851795	82512.1	0.216963445355644	0.64112036532948
225	SoftImpAll	DS_100K	neuroticism.nerves	2.9676688315e-08	0.205738459448623	0.059107151909379	0.001766373	0.172136181797892	0.325	0.692081875395237	0.363050348513199	0.427133235817838	40584.4261755664	67860	0.0898884417062402	0.321588477191006
226	SoftImpAll	DS_100K	neuroticism.nervous	5.7221396112212e-08	0.202196896993285	0.0619025854517251	0.001761381	0.288692059556537	0.26	0.822184874961636	0.297022258799273	0.481837946771885	40272.2768995965	59876.3	0.0808678295079039	0.323525964478666
