pheno	prs	meanp	meanratio	sdratio	meanr2	cvr2	meanthresh	meanlogp	sdthresh	sdlogp	sdsnp	meansnp	lower	upper
26	alcoholfreq.baseline	Soft-ImpAll	1.38598585906743e-05	0.0575354867267218	0.0314091060354227	0.000934027555555556	0.375461895126546	1	0	0	0	48.6538225059907	91255.7777777778	-0.0040263611027067	0.11909733455615
27	alcoholfreq.baseline	Soft-ImpOnly	0.000471453613258889	0.0524307860793029	0.0320146626219182	0.000649876555555556	0.40629906664689	1	0	0	0	1402.44215566989	90785.6666666667	-0.0103179526596569	0.115179524818263
28	alevels.baseline	Auto-ImpAll	3.94726156777778e-09	0.106991076803995	0.0363216039192258	0.00167891444444444	0.161541664095446	1	0	0	0	48.6538225059907	91255.7777777778	0.0358007331223126	0.178181420485678
29	alevels.baseline	Auto-ImpOnly	2.70775569733333e-07	0.144837769593023	0.0571826470667525	0.00145810711111111	0.191647844984368	1	0	0	0	48.6538225059907	91255.7777777778	0.0327597813421877	0.256915757843858
30	alevels.baseline	GPpsy	0.000441831097888889	0.0601999223932722	0.0315578914002769	0.000655682888888889	0.324988022954252	1	0	0	0	48.6538225059907	91255.7777777778	-0.00165354475127054	0.122053389537815
31	alevels.baseline	LifetimeMDD	0.113171261111111	0.0308921098061721	0.021087805381458	0.000223836788888889	0.73354546872568	1	0	0	0	2518.32295938741	90422.4444444444	-0.0104399887414855	0.0722242083538298
32	alevels.baseline	MTAG.All	6.35214077777778e-07	0.0648065447863588	0.0211116854257285	0.00117839911111111	0.141135412179575	1	0	0	0	2641.84684453887	88971.6666666667	0.0234276413519311	0.106185448220787
33	alevels.baseline	MTAG.Envs	2.04251309981111e-11	0.160830269265204	0.0447962716312506	0.00232605222222222	0.14099281813964	1	0	0	0	2560.30338914052	90120.7777777778	0.0730295768679524	0.248630961662455
34	alevels.baseline	MTAG.FamilyHistory	0.314931111111111	0.00622185879439781	0.00502601154196857	7.49470177777778e-05	0.981838948840554	1	0	0	0	2822.59504317884	89507.4444444444	-0.00362912382786058	0.0160728414166562
35	alevels.baseline	Soft-ImpAll	9.2349001e-05	0.0500367961210121	0.0177823653687352	0.000810301555555556	0.229571052446075	1	0	0	0	48.6538225059907	91255.7777777778	0.0151833599982911	0.084890232243733
36	alevels.baseline	Soft-ImpOnly	0.00247848337555556	0.0398335283136117	0.0182963736663676	0.000500619444444444	0.33544729715849	1	0	0	0	1402.44215566989	90785.6666666667	0.00397263592753128	0.0756944206996921
37	averageatage10.baseline	Auto-ImpAll	0.0108398506197378	0.0469741953924963	0.0311035861381953	0.000749117	0.595748422874941	1	0	0	0	48.6538225059907	91255.7777777778	-0.0139888334383664	0.107937224223359
38	averageatage10.baseline	Auto-ImpOnly	0.0213905302266667	0.0537764027371608	0.0342481786680406	0.000559142988888889	0.62545030494638	1	0	0	0	48.6538225059907	91255.7777777778	-0.0133500274521988	0.12090283292652
39	averageatage10.baseline	GPpsy	0.119883776934444	0.0358345956115981	0.0235456649342164	0.000432107983555556	0.667540881830651	1	0	0	0	48.6538225059907	91255.7777777778	-0.0103149076594661	0.0819840988826623
40	averageatage10.baseline	LifetimeMDD	0.125448753488889	0.0321832660626927	0.0267097894474683	0.000239194955555556	0.891527530603673	1	0	0	0	2518.32295938741	90422.4444444444	-0.0201679212543453	0.0845344533797306
41	averageatage10.baseline	MTAG.All	0.00724810007676142	0.0403298492729158	0.0197991077620486	0.000812940222222222	0.624070368981889	1	0	0	0	2641.84684453887	88971.6666666667	0.00152359805930052	0.0791361004865312
42	averageatage10.baseline	MTAG.Envs	0.00397769119242444	0.0561388126306735	0.0283347883244113	0.000844431666666667	0.504936635084166	1	0	0	0	2560.30338914052	90120.7777777778	0.000602627514827453	0.11167499774652
43	averageatage10.baseline	MTAG.FamilyHistory	0.0535593242333333	0.0282638159542678	0.0172244174466638	0.00032324	0.710029429872161	1	0	0	0	2822.59504317884	89507.4444444444	-0.00549604224119321	0.0620236741497287
44	averageatage10.baseline	Soft-ImpAll	0.00651637458525556	0.0444445679344019	0.0256775931955862	0.000742250333333333	0.569093481601098	1	0	0	0	48.6538225059907	91255.7777777778	-0.00588351472894713	0.094772650597751
45	averageatage10.baseline	Soft-ImpOnly	0.0434201080627778	0.0396997376082172	0.0278262094330779	0.000538042011111111	0.775014735716904	1	0	0	0	1402.44215566989	90785.6666666667	-0.0148396328806155	0.09423910809705
46	college.baseline	Auto-ImpAll	2.67643828992822e-10	0.1525196658282	0.0392490866775073	0.00249990666666667	0.287116360808383	1	0	0	0	48.6538225059907	91255.7777777778	0.0755914559402853	0.229447875716114
47	college.baseline	Auto-ImpOnly	7.32879750250211e-08	0.209856391643555	0.061995688442684	0.00223334	0.345464798657018	1	0	0	0	48.6538225059907	91255.7777777778	0.0883448422958944	0.331367940991216
48	college.baseline	GPpsy	8.73032731152222e-06	0.0966752193707465	0.0337017271899682	0.00109824	0.336158482541865	1	0	0	0	48.6538225059907	91255.7777777778	0.0306198340784088	0.162730604663084
49	college.baseline	LifetimeMDD	0.0423969084111111	0.0481595095517831	0.028127097562523	0.000350234077777778	0.586432832805564	1	0	0	0	2518.32295938741	90422.4444444444	-0.00696960167076196	0.103288620774328
50	college.baseline	MTAG.All	2.22068380179022e-08	0.0971576928298708	0.0305545326973444	0.00181398333333333	0.295966398586928	1	0	0	0	2641.84684453887	88971.6666666667	0.0372708087430758	0.157044576916666
51	college.baseline	MTAG.Envs	1.4689454228392e-18	0.273193347642791	0.0637741259129089	0.00398981	0.170036624564689	1	0	0	0	2560.30338914052	90120.7777777778	0.148196060853489	0.398190634432092
52	college.baseline	MTAG.FamilyHistory	0.251542834444444	0.0102574942241555	0.00799969704461079	0.000109086458444444	0.820027739643307	1	0	0	0	2822.59504317884	89507.4444444444	-0.00542191198328169	0.0259369004315926
53	college.baseline	Soft-ImpAll	1.87156901944922e-06	0.0753071486458824	0.0237473128829754	0.00126638744444444	0.352254635217918	1	0	0	0	48.6538225059907	91255.7777777778	0.0287624153952506	0.121851881896514
54	college.baseline	Soft-ImpOnly	0.000453723580241811	0.0668417021945753	0.0315390799416915	0.000869463444444444	0.476530785771707	1	0	0	0	1402.44215566989	90785.6666666667	0.00502510550885991	0.128658298880291
55	currentsmoking.baseline	Auto-ImpAll	1.7894500901288e-08	0.167745427532176	0.0677949324180034	0.00267886444444444	0.290167466710024	1	0	0	0	48.6538225059907	91255.7777777778	0.0348673599928897	0.300623495071463
56	currentsmoking.baseline	Auto-ImpOnly	1.32244393766867e-06	0.210858998002372	0.093515741785798	0.00214757333333333	0.320669426397326	1	0	0	0	48.6538225059907	91255.7777777778	0.0275681441022078	0.394149851902536
57	currentsmoking.baseline	GPpsy	0.00103487768955556	0.0956758108748638	0.048298124883312	0.001064012	0.381077352784623	1	0	0	0	48.6538225059907	91255.7777777778	0.00101148610357214	0.190340135646155
58	currentsmoking.baseline	LifetimeMDD	0.00659751988888889	0.0729454601077699	0.0161986337086343	0.000545556444444444	0.299169738397825	1	0	0	0	2518.32295938741	90422.4444444444	0.0411961380388466	0.104694782176693
59	currentsmoking.baseline	MTAG.All	2.61479240518889e-08	0.127773091474253	0.0288457939942288	0.00240775	0.217559212442017	1	0	0	0	2641.84684453887	88971.6666666667	0.0712353352455646	0.184310847702942
60	currentsmoking.baseline	MTAG.Envs	6.49522298888889e-13	0.237512459385837	0.0333811883249468	0.00350322444444444	0.128549740297311	1	0	0	0	2560.30338914052	90120.7777777778	0.172085330268941	0.302939588502733
61	currentsmoking.baseline	MTAG.FamilyHistory	0.121726327777778	0.0239577855230694	0.017540307219517	0.000271734611111111	0.814556319635183	1	0	0	0	2822.59504317884	89507.4444444444	-0.010421216627184	0.0583367876733228
62	currentsmoking.baseline	Soft-ImpAll	4.26138020532e-06	0.108663794144782	0.0394906064562268	0.00181267	0.30323298255058	1	0	0	0	48.6538225059907	91255.7777777778	0.0312622054905771	0.186065382798986
63	currentsmoking.baseline	Soft-ImpOnly	0.000242411868677778	0.0939332053963294	0.031071944548922	0.001240977	0.313427063852275	1	0	0	0	1402.44215566989	90785.6666666667	0.0330321940804422	0.154834216712216
64	DepAll	Auto-ImpAll	4.61549648721606e-12	0.712819299548419	0.140749242582269	0.0116926366666667	0.232173321306571	1	0	0	0	48.6538225059907	91255.7777777778	0.436950784087173	0.988687815009666
65	DepAll	Auto-ImpOnly	1.07932216930141e-08	0.852700860563457	0.268886874039737	0.00881201333333333	0.292516560844191	1	0	0	0	48.6538225059907	91255.7777777778	0.325682587445573	1.37971913368134
66	DepAll	GPpsy	8.74196265307222e-10	0.83749393907503	0.242663108318105	0.00955421888888889	0.192831768845476	1	0	0	0	48.6538225059907	91255.7777777778	0.361874246771544	1.31311363137852
67	DepAll	LifetimeMDD	3.53024475777778e-05	0.527942556885985	0.163853397365652	0.00382387111111111	0.254761353179085	1	0	0	0	2518.32295938741	90422.4444444444	0.206789898049307	0.849095215722664
68	DepAll	MTAG.All	1.08781201525556e-14	0.688822667956307	0.14216129161704	0.0128716555555556	0.130651438175793	1	0	0	0	2641.84684453887	88971.6666666667	0.410186536386908	0.967458799525706
69	DepAll	MTAG.Envs	3.144565954e-09	0.554556705131754	0.133891415464695	0.00807249555555556	0.165187466364441	1	0	0	0	2560.30338914052	90120.7777777778	0.292129530820952	0.816983879442556
70	DepAll	MTAG.FamilyHistory	1.18776570309978e-07	0.682567577597398	0.24061060798121	0.00704757666666667	0.319741175635725	1	0	0	0	2822.59504317884	89507.4444444444	0.210970785954227	1.15416436924057
71	DepAll	Soft-ImpAll	6.28562589534324e-12	0.636634634015189	0.128922108939795	0.0107029822222222	0.217571688313383	1	0	0	0	48.6538225059907	91255.7777777778	0.38394730049319	0.889321967537187
72	DepAll	Soft-ImpOnly	1.56294691192879e-07	0.635996597420577	0.185849695029775	0.00835080222222222	0.272613362800028	1	0	0	0	1402.44215566989	90785.6666666667	0.271731195162217	1.00026199967894
73	educatedyrs	Auto-ImpAll	1.97271697360109e-07	0.174580399003388	0.0508435814401332	0.00283634111111111	0.238701415807455	1	0	0	0	48.6538225059907	91255.7777777778	0.074926979380727	0.274233818626049
74	educatedyrs	Auto-ImpOnly	1.18433514488889e-07	0.215595375655531	0.0638989558758628	0.00221028555555556	0.160693083045091	1	0	0	0	48.6538225059907	91255.7777777778	0.09035342213884	0.340837329172222
75	educatedyrs	GPpsy	3.87923664444444e-05	0.102261888996282	0.0232174140724401	0.00118211944444444	0.181299792537624	1	0	0	0	48.6538225059907	91255.7777777778	0.0567557574142996	0.147768020578265
76	educatedyrs	LifetimeMDD	0.0146452719384333	0.109945886957399	0.0776373435475244	0.000795588444444444	0.699566683327378	1	0	0	0	2518.32295938741	90422.4444444444	-0.042223306395749	0.262115080310547
77	educatedyrs	MTAG.All	1.10123068068444e-07	0.138938011717055	0.0395490264488267	0.00258151555555556	0.180336096258804	1	0	0	0	2641.84684453887	88971.6666666667	0.061421919877355	0.216454103556756
78	educatedyrs	MTAG.Envs	2.04584499310119e-11	0.279289360341873	0.0731261470095625	0.00411140111111111	0.21622589787807	1	0	0	0	2560.30338914052	90120.7777777778	0.135962112203131	0.422616608480616
79	educatedyrs	MTAG.FamilyHistory	0.323080111111111	0.0109420717905559	0.012040543817736	0.000100886444444444	0.905419602901679	1	0	0	0	2822.59504317884	89507.4444444444	-0.0126573940922068	0.0345415376733185
80	educatedyrs	Soft-ImpAll	7.91454205965555e-06	0.117406763743454	0.0420201091328681	0.001962938	0.314881859354704	1	0	0	0	48.6538225059907	91255.7777777778	0.0350473498430325	0.199766177643875
81	educatedyrs	Soft-ImpOnly	5.50463183144444e-05	0.108187301382958	0.0351836721817478	0.00141619111111111	0.31468943634524	1	0	0	0	1402.44215566989	90785.6666666667	0.0392273039067321	0.177147298859184
82	educationage.baseline	Auto-ImpAll	4.42722421134277e-05	0.0924571835632375	0.061564811436725	0.00144282511111111	0.533635214375145	1	0	0	0	48.6538225059907	91255.7777777778	-0.0282098468527435	0.213124213979219
83	educationage.baseline	Auto-ImpOnly	3.32416633272141e-05	0.12969409068195	0.087654673419344	0.00125027022222222	0.483889036031456	1	0	0	0	48.6538225059907	91255.7777777778	-0.0421090692199644	0.301497250583864
84	educationage.baseline	GPpsy	0.00163185233166667	0.061330493501617	0.0461319944066819	0.000656425555555556	0.504591870871504	1	0	0	0	48.6538225059907	91255.7777777778	-0.0290882155354796	0.151749202538714
85	educationage.baseline	LifetimeMDD	0.116344468867778	0.0451649904120368	0.0458059959091911	0.000329794544444444	1.00495901073701	1	0	0	0	2518.32295938741	90422.4444444444	-0.0446147615699779	0.134944742394051
86	educationage.baseline	MTAG.All	3.85145101529333e-05	0.0689113824488259	0.0384733792254583	0.00123271811111111	0.382617371145156	1	0	0	0	2641.84684453887	88971.6666666667	-0.00649644083307239	0.144319205730724
87	educationage.baseline	MTAG.Envs	4.63745225722232e-08	0.139637441957386	0.0509410585588873	0.00203453666666667	0.295363760553942	1	0	0	0	2560.30338914052	90120.7777777778	0.0397929671819666	0.239481916732805
88	educationage.baseline	MTAG.FamilyHistory	0.603988555555556	0.00273106082577574	0.00386126481956426	2.26345540555556e-05	1.24470181077354	1	0	0	0	2822.59504317884	89507.4444444444	-0.0048370182205702	0.0102991398721217
89	educationage.baseline	Soft-ImpAll	0.00142792276165093	0.0564395295599249	0.0395088341515049	0.000924447777777778	0.622147893116511	1	0	0	0	48.6538225059907	91255.7777777778	-0.0209977853770247	0.133876844496875
90	educationage.baseline	Soft-ImpOnly	0.00340851448217444	0.0527236391807494	0.0348654883734159	0.000687480333333333	0.637542818571355	1	0	0	0	1402.44215566989	90785.6666666667	-0.0156127180311458	0.121059996392645
91	eversmoked.baseline	Auto-ImpAll	5.78900025033517e-06	0.0752248988833614	0.0303587878631591	0.00124025233333333	0.449555745866693	1	0	0	0	48.6538225059907	91255.7777777778	0.0157216746715695	0.134728123095153
92	eversmoked.baseline	Auto-ImpOnly	9.11183520392767e-06	0.106110888526664	0.0437107281758176	0.00109410133333333	0.438379455195069	1	0	0	0	48.6538225059907	91255.7777777778	0.020437861302061	0.191783915751266
93	eversmoked.baseline	GPpsy	0.000117392923945613	0.0920216858863506	0.0673041189297409	0.00101399655555556	0.691773059134832	1	0	0	0	48.6538225059907	91255.7777777778	-0.0398943872159416	0.223937758988643
94	eversmoked.baseline	LifetimeMDD	0.0621922888888889	0.0268801914797307	0.0124356869231432	0.000199617255555556	0.500851784616787	1	0	0	0	2518.32295938741	90422.4444444444	0.00250624511037007	0.0512541378490914
95	eversmoked.baseline	MTAG.All	6.12607139453441e-07	0.0763783303354122	0.0285180702143987	0.001453306	0.44606044443463	1	0	0	0	2641.84684453887	88971.6666666667	0.0204829127151907	0.132273747955634
96	eversmoked.baseline	MTAG.Envs	1.27802036918111e-07	0.102415583570464	0.0254541869524802	0.00150406411111111	0.227233243723143	1	0	0	0	2560.30338914052	90120.7777777778	0.0525253771436026	0.152305789997325
97	eversmoked.baseline	MTAG.FamilyHistory	0.0486988210444444	0.0341499825958838	0.0211255109669043	0.000350313155555556	0.599576013009768	1	0	0	0	2822.59504317884	89507.4444444444	-0.00725601889924874	0.0755559840910163
98	eversmoked.baseline	Soft-ImpAll	0.000128618713521878	0.0540899494692832	0.0218239354239319	0.000909778	0.427375761445565	1	0	0	0	48.6538225059907	91255.7777777778	0.0113150360383768	0.0968648629001897
99	eversmoked.baseline	Soft-ImpOnly	0.000964810115777778	0.0509537418721669	0.0189148108364664	0.000667730555555556	0.369301705651464	1	0	0	0	1402.44215566989	90785.6666666667	0.0138807126326928	0.0880267711116411
100	familyhappiness.baseline	Auto-ImpAll	4.78331094269789e-05	0.157722975565772	0.0572477360204722	0.00267061111111111	0.458710191773084	1	0	0	0	48.6538225059907	91255.7777777778	0.0455174129656469	0.269928538165898
101	familyhappiness.baseline	Auto-ImpOnly	7.23351117044444e-05	0.185234252603901	0.0657681005611076	0.00193627555555556	0.368892171556341	1	0	0	0	48.6538225059907	91255.7777777778	0.0563287755041298	0.314139729703671
102	familyhappiness.baseline	GPpsy	0.000394167672045889	0.14168982560247	0.0533491749104556	0.00168431555555556	0.473133317322218	1	0	0	0	48.6538225059907	91255.7777777778	0.0371254427779772	0.246254208426963
103	familyhappiness.baseline	LifetimeMDD	0.0486061126488889	0.119131857719993	0.0807437467805411	0.000927648266666667	0.692618064866284	1	0	0	0	2518.32295938741	90422.4444444444	-0.0391258859698677	0.277389601409853
104	familyhappiness.baseline	MTAG.All	1.99915067385178e-05	0.18193970311964	0.0707417665361406	0.00347326888888889	0.426685474050604	1	0	0	0	2641.84684453887	88971.6666666667	0.0432858407088046	0.320593565530476
105	familyhappiness.baseline	MTAG.Envs	0.000990549637094663	0.201862768320176	0.0972960621660336	0.003035572	0.5171145493254	1	0	0	0	2560.30338914052	90120.7777777778	0.0111624864747502	0.392563050165602
106	familyhappiness.baseline	MTAG.FamilyHistory	0.00189500105830889	0.190782305070306	0.0939219545020042	0.00198502888888889	0.399936591511439	1	0	0	0	2822.59504317884	89507.4444444444	0.00669527424637786	0.374869335894234
107	familyhappiness.baseline	Soft-ImpAll	0.000172900058533534	0.160999860964925	0.0643399417303836	0.00279421477777778	0.446188863611206	1	0	0	0	48.6538225059907	91255.7777777778	0.0348935751733729	0.287106146756477
108	familyhappiness.baseline	Soft-ImpOnly	0.000783513179718478	0.137722205076009	0.0629111493472755	0.00192657388888889	0.595821314100765	1	0	0	0	1402.44215566989	90785.6666666667	0.0144163523553487	0.261028057796669
109	father.age	Auto-ImpAll	0.0100403321	0.0846166504900808	0.0416922179599519	0.00133402033333333	0.399281237038261	1	0	0	0	48.6538225059907	91255.7777777778	0.0028999032885751	0.166333397691587
110	father.age	Auto-ImpOnly	0.0311809594733333	0.108333583188012	0.0682720519234493	0.00114410644444444	0.689851375703146	1	0	0	0	48.6538225059907	91255.7777777778	-0.0254796385819484	0.242146804957973
111	father.age	GPpsy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	father.age	LifetimeMDD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	father.age	MTAG.All	0.00902652181111111	0.0646673913065421	0.0388245408104826	0.00116392622222222	0.423049247678711	1	0	0	0	2641.84684453887	88971.6666666667	-0.0114287086820039	0.140763491295088
114	father.age	MTAG.Envs	0.00148666740555556	0.10718888797302	0.0436916743048228	0.00156332333333333	0.347837471747915	1	0	0	0	2560.30338914052	90120.7777777778	0.0215532063355672	0.192824569610473
115	father.age	MTAG.FamilyHistory	0.547907588888889	0.0151826113087472	0.0225672373587826	0.000135677515666667	1.46527093296056	1	0	0	0	2822.59504317884	89507.4444444444	-0.0290491739144668	0.0594143965319611
116	father.age	Soft-ImpAll	0.0144877761111111	0.0578236254872131	0.0305121967723806	0.000932237	0.43695705187821	1	0	0	0	48.6538225059907	91255.7777777778	-0.00198028018665281	0.117627531161079
117	father.age	Soft-ImpOnly	0.0704885964444444	0.0482758545032578	0.0375068424929931	0.000595339555555556	0.639842626685711	1	0	0	0	1402.44215566989	90785.6666666667	-0.0252375567830088	0.121789265789524
118	father.severedepression	Auto-ImpAll	0.00298837883555556	0.125827031790278	0.065803687455849	0.001926149	0.353367350561594	1	0	0	0	48.6538225059907	91255.7777777778	-0.00314819562318658	0.254802259203742
119	father.severedepression	Auto-ImpOnly	0.0105032474666667	0.134193709062197	0.0819208879899699	0.001288372	0.40738221201777	1	0	0	0	48.6538225059907	91255.7777777778	-0.0263712313981445	0.294758649522538
120	father.severedepression	GPpsy	0.00029754413	0.163997490125787	0.0685807931874563	0.00182307444444444	0.285037746500001	1	0	0	0	48.6538225059907	91255.7777777778	0.0295791354783726	0.298415844773201
121	father.severedepression	LifetimeMDD	0.109905633433333	0.126802561816348	0.111429501601629	0.000875623066666667	0.772494155307482	1	0	0	0	2518.32295938741	90422.4444444444	-0.0915992613228449	0.345204384955541
122	father.severedepression	MTAG.All	0.000116025245038889	0.128436088049917	0.0638691335982751	0.00231719111111111	0.402706517800595	1	0	0	0	2641.84684453887	88971.6666666667	0.00325258619729732	0.253619589902536
123	father.severedepression	MTAG.Envs	0.0599460335511111	0.0636184175664742	0.0579471162147968	0.000908718333333333	0.94021517317536	1	0	0	0	2560.30338914052	90120.7777777778	-0.0499579302145275	0.177194765347476
124	father.severedepression	MTAG.FamilyHistory	9.50587588111111e-05	0.251333559614519	0.128592595322372	0.00245117666666667	0.345132070890501	1	0	0	0	2822.59504317884	89507.4444444444	-0.000707927217330373	0.503375046446368
125	father.severedepression	Soft-ImpAll	0.00136917702455556	0.126135938832151	0.0699082509913572	0.00202976533333333	0.426570987370915	1	0	0	0	48.6538225059907	91255.7777777778	-0.0108842331109092	0.263156110775211
126	father.severedepression	Soft-ImpOnly	0.00705779234111111	0.132351829561808	0.0814467076355589	0.00164679166666667	0.465591842779207	1	0	0	0	1402.44215566989	90785.6666666667	-0.0272837174038873	0.291987376527504
127	financehappiness.baseline	Auto-ImpAll	6.01729030743643e-05	0.192486915753246	0.0716466824955257	0.00331600555555556	0.510036066539202	1	0	0	0	48.6538225059907	91255.7777777778	0.0520594180620161	0.332914413444477
128	financehappiness.baseline	Auto-ImpOnly	0.000297453340332013	0.24198863508046	0.0860791228736126	0.00260338688888889	0.441300024586594	1	0	0	0	48.6538225059907	91255.7777777778	0.0732735542481792	0.410703715912741
129	financehappiness.baseline	GPpsy	0.00213569618691111	0.135217095580673	0.0593707226632173	0.00156422911111111	0.424535859957139	1	0	0	0	48.6538225059907	91255.7777777778	0.0188504791607672	0.251583712000579
130	financehappiness.baseline	LifetimeMDD	0.0262409494597556	0.121684609999089	0.095119772793315	0.000937445444444444	0.84968897197112	1	0	0	0	2518.32295938741	90422.4444444444	-0.0647501446758083	0.308119364673987
131	financehappiness.baseline	MTAG.All	3.79014249163404e-06	0.165329645037363	0.0510996735126575	0.00322243333333333	0.427240198697649	1	0	0	0	2641.84684453887	88971.6666666667	0.0651742849525544	0.265485005122172
132	financehappiness.baseline	MTAG.Envs	6.7469886943767e-08	0.266050516468508	0.0835800256967949	0.00402822666666667	0.385401463102365	1	0	0	0	2560.30338914052	90120.7777777778	0.10223366610279	0.429867366834226
